wid,name,_riskflags,ASPIriskrating,_majordefenselabs,_defresearchareas,_subsidiaries,_ecoespmiscon,_supervisingagency,opensanctionsid,_uskta,type,flaggedby,reason,subreason,tid
1190,"CHINA TELECOMMUNICATIONS CO., LTD. YANGSHAN NORTH GATE CUSTOMER SERVICE CENTER",,,,,,,,,,,jackcookripper,1260h,,330204139
1210,"CHINA TELECOM CO., LTD. TUNCHANG XINJIANSAN ROAD BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,329686811
1191,"CHINA TELECOMMUNICATIONS CO., LTD. LIAN SHAN BRANCH YONGHE CUSTOMER SERVICE CENTER",,,,,,,,,,,jackcookripper,1260h,,330203863
1201,CONSULTING GROUP ADVISORY SERVICES LLC,,,,,,,,,,,jackcookripper,1260h,,82013639
1192,"CHINA TELECOMMUNICATIONS CO., LTD. LIAN SHAN BRANCH CEREAL CAVE CUSTOMER SERVICE CENTER",,,,,,,,,,,jackcookripper,1260h,,330203862
1193,"CHINA TELECOMMUNICATIONS CO., LTD. LIAN SHAN BRANCH GOOD FORTUNE MAIN HALL CUSTOMER SERVICE CENTER",,,,,,,,,,,jackcookripper,1260h,,330203857
1194,"CHINA TELECOMMUNICATIONS CO., LTD. LIAN SHAN BRANCH LAST COMMAND CUSTOMER SERVICE CENTER",,,,,,,,,,,jackcookripper,1260h,,330203856
1202,"CHINA TELECOM CO., LTD. WUZHISHAN HAIYU NORTH ROAD BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,329696483
1195,"CHINA TELECOMMUNICATIONS CO., LTD. LIAN SHAN BRANCH ADD FIELD CUSTOMER SERVICE CENTER",,,,,,,,,,,jackcookripper,1260h,,330203853
1196,"CHINA TELECOMMUNICATIONS CO., LTD. LIAN SHAN BRANCH BIG WEALTHY CUSTOMER SERVICE CENTER",,,,,,,,,,,jackcookripper,1260h,,330203852
1197,"CHINA TELECOMMUNICATIONS CO., LTD. LIAN SHAN BRANCH SMALL 3 RIVER CUSTOMER SERVICE CENTER",,,,,,,,,,,jackcookripper,1260h,,330203851
1203,"CHINA TELECOM CO., LTD. WUZHISHAN MAOYANG SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,329696484
1211,"CHINA TELECOM CO., LTD. CHONGQING NANPING BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,329673299
1204,"CHINA TELECOMMUNICATIONS CO., LTD. HAINAN YELLOW PAGES INFORMATION BRANCH",,,,,,,,,,,jackcookripper,1260h,,329710763
1205,"HAIKOU QIYUE CITY CONSTRUCTION CO., LTD.",,,,,,,,,,,jackcookripper,1260h,,329715818
1217,"CHENGDU XIEYONG WAREHOUSING CO., LTD.",,,,,,,,,,,jackcookripper,1260h,,276054566
1206,"CHINA TELECOMMUNICATIONS CO., LTD. CHENGMAI BRANCH JIN JIANG 4 G DIGITAL CITY",,,,,,,,,,,jackcookripper,1260h,,329684496
1212,"CHINA TELECOMMUNICATIONS CO., LTD. CHONGQING STONE A PLAIN BRIDGE BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,329673204
1207,"CHINA TELECOMMUNICATIONS CO., LTD. MOUND WATER XIN VILLAGE SUBOFFICE",,,,,,,,,,,jackcookripper,1260h,,329681034
1208,"CHINA TELECOMMUNICATIONS CO., LTD. MOUND WATER JIANSHE ROAD BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,329681033
1222,ZHONG GUO DIAN XIN GU FEN YOU XIAN GONG SI XI NING JING JI JI SHU KAI FA QU FEN GONG SI,,,,,,,,,,,jackcookripper,1260h,,436721088
1213,"CHINA TELECOMMUNICATIONS CO., LTD. CHONGQING YANG JIAPING BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,329673202
1218,"CHINA TELECOM CO., LTD. YUNCHENG SALT LAKE ZHONGHUAN BUILDING BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,438963251
1214,"CHINA TELECOMMUNICATIONS CO., LTD. CHONGQING BAI SHIYI BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,329673203
1215,"CHINA TELECOMMUNICATIONS CO., LTD. CHONGQING JIANGBEI BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,329673063
1216,"CHINA TELECOMMUNICATIONS CO., LTD. CHONGQING BUILD BRIDGE BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,329672942
1223,CHINA TELECOMMUNICATIONS CORP. SHANGHAI CHANGNING ROAD BUSINESS OFFICE,,,,,,,,,,,jackcookripper,1260h,,436708626
1221,"SANYA BIHAI JINCHENG BUSINESS MANAGEMENT CO., LTD.",,,,,,,,,,,jackcookripper,1260h,,436767620
1225,"CHINA TELECOMMUNICATIONS CO., LTD. JIASHAN YANG MIAO BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,281620157
1224,"CHINA TELECOM CO., LTD. TONGLU FUCHUNJIANG BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,281623907
1226,"CHINA TELECOM CO., LTD. SHAOXING CHENGXI BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,281616085
1227,"CHINA MOVE COMMUNICATE GROUP ZHEJIANG CO., LTD. MARTIAL ARTS BRANCH",,,,,,,,,,,jackcookripper,1260h,,281615786
1228,"CHINA TELECOMMUNICATIONS CO., LTD. JIASHAN DAY CONGEAL BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,281615834
1229,"CHINA TELECOM CO., LTD. PINGYANG AOJIANG WUYANG BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,281687588
1230,"CHINA TELECOM CO., LTD. JINHUA YAFAN BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,281687444
1231,"CHINA TELECOMMUNICATIONS CO., LTD. CIXI CITY PROPER BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,281687339
1232,"CHINA TELECOM CO., LTD. HAINING DINGQIAO BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,281685149
1510,"CHINA TELECOMMUNICATIONS CO., LTD. TONGCHAUN IRON PROMISE ROAD BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,328298954
1233,"CHINA TELECOM CO., LTD. HAINING CHANGAN BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,281685176
1234,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. HANGZHOU ZHIJIANG STORE",,,,,,,,,,,jackcookripper,1260h,,281685125
1235,"CHINA TELECOM CO., LTD. PINGYANG AOJIANG RIVERSIDE BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,281684025
1255,SOLARGIGA ENERGY (HONG KONG) COMPANY LIMITED,,,,,,,,,,,jackcookripper,1260h,,83061400
1236,"CHINA TELECOMMUNICATIONS CO., LTD. NINGSHAN BRANCH LONG WANG SUBOFFICE",,,,,,,,,,,jackcookripper,1260h,,281694381
1237,"CHINA TELECOMMUNICATIONS CO., LTD. YIWU EMBROIDER LAKE SQUARE BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,281634936
1279,EASTGOOD INVESTMENTS LIMITED,,,,,,,,,,,jackcookripper,1260h,,49464222
10,"CHINA BUILDING CO., LTD. HEFEI BRANCH",,,,,,,,,,,jackcookripper,1260h,,334091618
1256,CHINA OVERSEAS (HONG KONG) LIMITED,,,,,,,,,,,jackcookripper,1260h,,83061386
1238,"CASC TORCH CAR CO., LTD.",,,,,,,,,,,jackcookripper,1260h,,427419629
1239,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION,,,,,,,,,,,jackcookripper,1260h,,337828959
1270,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,,,,,,,,,,,jackcookripper,1260h,,49464213
1240,"CHINA TELECOM CO., LTD. SHANGHAI PUDONG LUCHAOGANG TELEPHONE STATION",,,,,,,,,,,jackcookripper,1260h,,337831199
1257,KINGTRON ENTERPRISES LIMITED,,,,,,,,,,,jackcookripper,1260h,,81504680
1241,CHINA TELECOMMUNICATIONS CORP. ZHANG JIAJIE YONGDING REGION CORPORATE HEADQUARTERS SHUANG CREEK BRIDGE SUBOFFICE,,,,,,,,,,,jackcookripper,1260h,,435785642
1242,ENRIC INTEGRATION (HK) COMPANY LIMITED,,,,,,,,,,,jackcookripper,1260h,,49449516
1243,HIGH MORALE DEVELOPMENTS LIMITED,,,,,,,,,,,jackcookripper,1260h,,71318402
1258,FAST RIGHT INVESTMENTS LIMITED,,,,,,,,,,,jackcookripper,1260h,,75638453
1244,CHINA OVERSEAS INSURANCE SERVICES LIMITED,,,,,,,,,,,jackcookripper,1260h,,60915870
1245,CHINA TELECOM GLOBAL LIMITED,,,,,,,,,,,jackcookripper,1260h,,60915871
1246,NETFORTUNE LIMITED,,,,,,,,,,,jackcookripper,1260h,,85301864
1259,CHARM RAY HOLDINGS LIMITED,,,,,,,,,,,jackcookripper,1260h,,75606556
1247,FAR EAST ALUMINIUM WORKS (GUANGZHOU) COMPANY LIMITED,,,,,,,,,,,jackcookripper,1260h,,85301866
1248,CHINA UNICOM GLOBAL LIMITED,,,,,,,,,,,jackcookripper,1260h,,85301861
1271,CSCEC TRADE MARK LIMITED,,,,,,,,,,,jackcookripper,1260h,,49464221
1249,HENG FAI INTERNATIONAL LIMITED,,,,,,,,,,,jackcookripper,1260h,,50468820
1260,WIN SCORE INVESTMENTS LIMITED,,,,,,,,,,,jackcookripper,1260h,,75606557
1250,FEA CORPORATE SERVICES LIMITED,,,,,,,,,,,jackcookripper,1260h,,85301871
1251,BETTER VIEW INVESTMENT LIMITED,,,,,,,,,,,jackcookripper,1260h,,85301869
1252,CCCC INTERNATIONAL HOLDING LIMITED,,,,,,,,,,,jackcookripper,1260h,,368321831
1261,EMPIRE LAND INVESTMENTS LIMITED,,,,,,,,,,,jackcookripper,1260h,,83883040
1253,CHINA COMMUNICATIONS SERVICES INTERNATIONAL LIMITED,,,,,,,,,,,jackcookripper,1260h,,77290022
1254,SILICON SOLAR MATERIALS COMPANY LIMITED,,,,,,,,,,,jackcookripper,1260h,,83061402
1262,CHINA UNICOM (HONG KONG) OPERATIONS LIMITED,,,,,,,,,,,jackcookripper,1260h,,49459061
1272,MACFULL LIMITED,,,,,,,,,,,jackcookripper,1260h,,50551511
1263,FAR EAST FACADE (HONG KONG) LIMITED,,,,,,,,,,,jackcookripper,1260h,,49463936
1264,CHINA COMMUNICATIONS CONSTRUCTION COMPANY LIMITED,,,,,,,,,,,jackcookripper,1260h,,83881896
1280,SPEEDCLASS DEVELOPMENT LIMITED,,,,,,,,,,,jackcookripper,1260h,,49464223
1265,CHINA STATE MACHINERY LIMITED,,,,,,,,,,,jackcookripper,1260h,,49464218
1273,GOLDWELL DEVELOPMENT LIMITED,,,,,,,,,,,jackcookripper,1260h,,49448661
1266,CHINA STATE FOUNDATION ENGINEERING LIMITED,,,,,,,,,,,jackcookripper,1260h,,49464217
1267,CHINA STATE CIVIL ENGINEERING LIMITED,,,,,,,,,,,jackcookripper,1260h,,49464216
1268,CHINA OVERSEAS BUILDING CONSTRUCTION LIMITED,,,,,,,,,,,jackcookripper,1260h,,49464215
1274,CHINA OVERSEAS PROJECT DEVELOPMENT LIMITED,,,,,,,,,,,jackcookripper,1260h,,49463098
1269,CHINA STATE CONSTRUCTION SCIENCE AND TECHNOLOGY LIMITED,,,,,,,,,,,jackcookripper,1260h,,49464214
1275,CHINA OVERSEAS (ZHONG GUO) LIMITED,,,,,,,,,,,jackcookripper,1260h,,190980242
1281,TREASURE CONSTRUCTION ENGINEERING LIMITED,,,,,,,,,,,jackcookripper,1260h,,49464224
1276,CHINA OVERSEAS PROPERTY LIMITED,,,,,,,,,,,jackcookripper,1260h,,49463094
1277,ON SUCCESS DEVELOPMENT LIMITED,,,,,,,,,,,jackcookripper,1260h,,75635786
1285,CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED,,,,,,,,,,,jackcookripper,1260h,,50607480
1278,ADVOCATE PROPERTIES LIMITED,,,,,,,,,,,jackcookripper,1260h,,49463102
1282,CHINA COMMUNICATIONS SERVICES CORPORATION LIMITED,,,,,,,,,,,jackcookripper,1260h,,49464237
1283,CHINA TELECOM CORPORATION LIMITED,,,,,,,,,,,jackcookripper,1260h,,59633029
1286,CHINA STATE MECHANICAL & ELECTRICAL ENGINEERING LIMITED,,,,,,,,,,,jackcookripper,1260h,,265782021
1284,GLORY GROUP DEVELOPMENT LIMITED,,,,,,,,,,,jackcookripper,1260h,,322765354
1288,BEIJING STARSINHAND TECHNOLOGY COMPANY LTD,,,,,,,,,,,jackcookripper,1260h,,71318108
1287,BRIGANTINE INTERNATIONAL HOLDINGS LIMITED,,,,,,,,,,,jackcookripper,1260h,,49453110
1289,BEIJING BIZCOM TECHNOLOGY COMPANY LTD,,,,,,,,,,,jackcookripper,1260h,,155056558
1290,NANJING WANG DIAN TECHNOLOGY COMPANY LTD,,,,,,,,,,,jackcookripper,1260h,,71318106
1291,TENCENT CYBER (TIANJIN) COMPANY LTD,,,,,,,,,,,jackcookripper,1260h,,71318103
1292,TENCENT TECHNOLOGY,,,,,,,,,,,jackcookripper,1260h,,71318101
1293,TENCENT COMPUTER,,,,,,,,,,,jackcookripper,1260h,,75791099
1294,HKSCC NOMINEES LIMITED,,,,,,,,,,,jackcookripper,1260h,,49460923
1295,DATANG HOLDINGS (HONGKONG) INVESTMENT COMPANY LIMITED,,,,,,,,,,,jackcookripper,1260h,,100931846
1296,DAHUA TECHNOLOGY (HK) LIMITED,,,,,,,,,,,jackcookripper,1260h,,142289621
1297,CHINA STATE DEVELOPMENT HOLDINGS LIMITED,,,,,,,,,,,jackcookripper,1260h,,137055077
1298,CHINA MOBILE INTERNATIONAL LIMITED,,,,,,,,,,,jackcookripper,1260h,,128825265
1303,XIANYI INTERNATIONAL CO LTD,,,,,,,,,,,jackcookripper,1260h,,411265481
1304,RUNCHENG INDUSTRY PILOT FUND,,,,,,,,,,,jackcookripper,1260h,,470723891
1333,CHINESE TELECOM CORP. JINGYANG BRANCH,,,,,,,,,,,jackcookripper,1260h,,275114345
1305,CNOOC MARKETING U.S.A. INC.,,,,,,,,,,,jackcookripper,1260h,,10759364
1322,"CHINA TELECOMMUNICATIONS CO., LTD. EXCELLENT PERFECT DISCUSS HIGHWAY BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,282223380
1306,ABRDN NEW DAWN INVESTMENT TRUST PLC,,,,,,,,,,,jackcookripper,1260h,,4268892
1307,"CHINA TELECOMMUNICATIONS CO., LTD. LARGE STONE BRIDGE BRANCH",,,,,,,,,,,jackcookripper,1260h,,423640307
1308,"CHINA TELECOMMUNICATIONS CO., LTD. JING COUNTY LUXURIANT WOODS BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,282249233
1323,"CHINA TELECOMMUNICATIONS CO., LTD. 3 DOOR COAST INDUSTRY CITY BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,282217012
1309,"CHINA TELECOM CO., LTD. HUAMEI BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,282239642
1310,"CHINA TELECOMMUNICATIONS CO., LTD. JING COUNTY DING QIAO BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,282247809
1342,CHINESE TELECOM CORP. HAIYANG BRANCH,,,,,,,,,,,jackcookripper,1260h,,273444908
1311,"CHINA TELECOMMUNICATIONS CO., LTD. JING COUNTY BRANCH",,,,,,,,,,,jackcookripper,1260h,,334454761
1324,"CHINA MOVE COMMUNICATE GROUP ZHEJIANG CO., LTD. CHANGSHAN FANG VILLAGE BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,282215201
1312,"CHINA TELECOMMUNICATIONS CO., LTD. JING COUNTY CAI CUN BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,282247055
1313,"CHINA TELECOMMUNICATIONS CO., LTD. DALIAN BONDED ZONE BRANCH",,,,,,,,,,,jackcookripper,1260h,,334455300
1334,CHINESE TELECOM CORP. LIQUAN BRANCH,,,,,,,,,,,jackcookripper,1260h,,275114803
1314,"CHINA TELECOMMUNICATIONS CO., LTD. JING COUNTY CLOUD MOUNTAIN RANGE BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,282246968
1325,"CHINA MOVE COMMUNICATE GROUP ZHEJIANG CO., LTD. WENLING BIG CREEK BUSINESS MINISTRY",,,,,,,,,,,jackcookripper,1260h,,282217460
1315,"CHINA TELECOMMUNICATIONS CO., LTD. SHANGHAI LONG FEEL COMPASSION FOR BAOQI TOWNSHIP BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,282221709
1316,"CHINA MOVE COMMUNICATE GROUP ZHEJIANG CO., LTD. PINGYANG WATER HEAD PHOENIX TAIL BUILDING BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,282222658
1317,"CHINA TELECOMMUNICATIONS CO., LTD. DITCH OUTER OF CABBAGE ETC GREATLY BLEND BUSINESS STREET BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,282219641
1326,"CHINA MOVE COMMUNICATE GROUP ZHEJIANG CO., LTD. HUZHOU XINTIANDI BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,282226689
1318,"ZHEJIANG INTERNATIONAL MARITIME UNIVERSITY BUSINESS OFFICE, CHINA TELECOM CO., LTD.",,,,,,,,,,,jackcookripper,1260h,,282224963
1319,"CHINA TELECOMMUNICATIONS CO., LTD. KUANDIAN SOUTH AFRICA MARKET BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,282225768
1320,"CHINA T E L E C O M M U N I C A T I O N S CO., LTD. KUANDIAN POUR WATER BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,282225741
1327,"CHINA TELECOM CO., LTD. NANLING YIJIANG BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,282226299
1321,"CHINA TELECOMMUNICATIONS CO., LTD. KUANDIAN LONG IMPERIAL DOMAIN BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,282225715
1335,"CHINA TELECOM CO., LTD. HANCHENG BRANCH",,,,,,,,,,,jackcookripper,1260h,,275118917
1328,"CHINA TELECOM CO., LTD. DANDONG SHENGLI STREET BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,282231619
1329,"CHINA TELECOM CO., LTD. DANDONG LIUWEI ROAD BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,282232123
1350,"CHINA TELECOMMUNICATIONS CO., LTD. XIANGFEN COUNTY XINJIAN ROAD BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,427676581
1330,"CHINA TELECOMMUNICATIONS CO., LTD. LIAOYANG COUNTY BRANCH",,,,,,,,,,,jackcookripper,1260h,,423614109
1336,"CHINA TELECOM CO., LTD. ANSAI BRANCH",,,,,,,,,,,jackcookripper,1260h,,275122004
1331,CHINESE TELECOM CORP. MARTIAL ARTS BRANCH,,,,,,,,,,,jackcookripper,1260h,,275115519
1332,CHINESE TELECOM CORP. PUCHENG BRANCH,,,,,,,,,,,jackcookripper,1260h,,275118256
1343,CHINESE TELECOM CORP. WUGANG BRANCH,,,,,,,,,,,jackcookripper,1260h,,273430902
1337,CHINESE TELECOM CORP. YANJIN BRANCH,,,,,,,,,,,jackcookripper,1260h,,273437937
1348,CHINA TELECOMMUNICATIONS CORP. ZHUHAI PHOENIX BEI CUSTOMER SERVICE CENTER,,,,,,,,,,,jackcookripper,1260h,,433574818
1338,CHINESE TELECOM CORP. LINZHOU BRANCH,,,,,,,,,,,jackcookripper,1260h,,273434035
1344,"CHINA TELECOM CO., LTD. YIYANG BRANCH",,,,,,,,,,,jackcookripper,1260h,,273427324
1339,CHINESE TELECOM CORP. WEIHUI BRANCH,,,,,,,,,,,jackcookripper,1260h,,273439346
1340,"CHINA TELECOM CO., LTD. FENGQIU BRANCH",,,,,,,,,,,jackcookripper,1260h,,273438250
1341,CHINESE TELECOM CORP. CHANGYUAN BRANCH,,,,,,,,,,,jackcookripper,1260h,,273438791
1345,"TAIJI COMPUTER CO., LTD. HEFEI BRANCH",,,,,,,,,,,jackcookripper,1260h,,273391638
1349,CHINA TELECOMMUNICATIONS CORP. ZHU HYLAND PU CUSTOMER SERVICE CENTER,,,,,,,,,,,jackcookripper,1260h,,433589845
1346,GCI SCIENCE AND TECHNOLOGY CO LTD,,,,,,,,,,,jackcookripper,1260h,,492770415
1347,LAOHEKOU LI HONG CLOTHING FACTORY,,,,,,,,,,,jackcookripper,1260h,,433574668
1352,"CHINA MOVE COMMUNICATE GROUP ZHEJIANG CO., LTD. WENZHOU SATELLITE SEA BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,427650872
1351,"CHINA TELECOMMUNICATIONS CO., LTD. SAGA BRANCH",,,,,,,,,,,jackcookripper,1260h,,427689725
1353,"CHINA TELECOM CO., LTD. SHANGHE BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,427650326
1354,"CHINA TELECOM CO., LTD. JINAN HONGLOU BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,427650336
1355,"CHINA TELECOMMUNICATIONS CO., LTD. JINAN 10000 REACH BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,427650301
1356,"CHINA TELECOMMUNICATIONS CO., LTD. JINAN SHANDONG COMMUNICATE CITY BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,427650292
1357,"CHINA TELECOM CO., LTD. JINAN QIANFOSHAN BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,427650288
1358,CCCC SOUTH AMERICA REGIONAL COMPANY S.A R.L.,,,,,,,,,,,jackcookripper,1260h,,308817801
1410,"CHINA TELECOMMUNICATIONS CO., LTD. WUHE ZHOU ZHUANG BUSINESS FIRM",,,,,,,,,,,jackcookripper,1260h,,333411260
1359,"CHINA TELECOMMUNICATIONS CO., LTD. LASTING STATE LENGSHUITAN POOLEY BRIDGE SUM UP INFORMATION MARKETING CENTER",,,,,,,,,,,jackcookripper,1260h,,336373171
1360,"CHINA TELECOMMUNICATIONS CO., LTD. LASTING STATE LENGSHUITAN IRAQ POND SUM UP INFORMATION MARKETING CENTER",,,,,,,,,,,jackcookripper,1260h,,336373203
1386,"CHINA TELECOM CO., LTD. BENGBU MOHEKOU SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,333421668
1361,"CHINA TELECOMMUNICATIONS CO., LTD. ZHANG JIAJIE YONGDING REGION BIG DISSOLVE CREEK SUBOFFICE",,,,,,,,,,,jackcookripper,1260h,,424748736
1376,"CHINA TELECOMMUNICATIONS CO., LTD. MA ANSHAN BRANCH FLOWER YU ROAD CELL PHONE QUALITY STORE",,,,,,,,,,,jackcookripper,1260h,,333385024
1362,"CHINA TELECOMMUNICATIONS CO., LTD. LASTING STATE LENGSHUITAN YELLOW SUN COMPANY SUM UP INFORMATION MARKETING CENTER",,,,,,,,,,,jackcookripper,1260h,,336373139
1363,"CHINA TELECOMMUNICATIONS CO., LTD. LASTING STATE LENGSHUITAN MIST CORNER MOUNTAIN SUM UP INFORMATION MARKETING CENTER",,,,,,,,,,,jackcookripper,1260h,,336373160
1364,"CHINA TELECOMMUNICATIONS CO., LTD. BAOTOU WEALTHY WOODS ROAD BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,336375684
1377,"CHINA TELECOMMUNICATIONS CO., LTD. HUAI RIVER NORTH ONE STREET COMMUNICATION SQUARE BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,333371545
1365,"CHINA TELECOM CO., LTD. BEIJING MALIANDAO BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,424766136
1366,"CHINA T E L E C O M M U N I C A T I O N S CO., LTD. NAME OF HILLS IN SHANDONG CITY ALTAR MOUNTAIN ROAD BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,336349996
1367,"CHINA TELECOM CO., LTD. ZAOZHUANG HIGH-TECH ZONE BRANCH",,,,,,,,,,,jackcookripper,1260h,,336349883
1378,"CHINA TELECOMMUNICATIONS CO., LTD. HUAIBEI ARDENT MOUNTAIN BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,333371485
1368,"CHINA T E L E C O M M U N I C A T I O N S CO., LTD. JUJUBE VILLAGE BRANCH",,,,,,,,,,,jackcookripper,1260h,,336349881
1369,"CHINA TELECOM CO., LTD. XUECHENG LINSHAN ROAD BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,336348848
1387,"CHINA TELECOMMUNICATIONS CO., LTD. BANGBU COMPANY ATTEND ZHANG BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,333421669
1370,"CHINA TELECOM CO., LTD. URUMQI LONG DISTANCE TRANSMISSION BRANCH",,,,,,,,,,,jackcookripper,1260h,,336329665
1379,"CHINA TELECOMMUNICATIONS CO., LTD. DANGTU TAIBAI BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,333379155
1371,"CHINA STATE CONSTRUCTION CO., LTD. GUIYANG BRANCH",,,,,,,,,,,jackcookripper,1260h,,336370915
1372,"CHINA TELECOMMUNICATIONS CO., LTD. NANLING BRANCH SPRING VALLEY CENTRAL ROAD BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,333433737
1373,"CHINA TELECOMMUNICATIONS CO., LTD. FANCHANG SUBURBS BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,333435831
1380,"CHINA TELECOMMUNICATIONS CO., LTD. DANGTU RIVER HEART BUSINESS FIRM",,,,,,,,,,,jackcookripper,1260h,,333379153
1374,"ANHUI CHANGYU PORT ENGINEERING CONSTRUCTION ENGINEERING CO., LTD.",,,,,,,,,,,jackcookripper,1260h,,333444800
1375,"CHINA TELECOMMUNICATIONS CO., LTD. MA ANSHAN BRANCH LAKE EAST CENTRAL ROAD TIANYI CELL PHONE DEPARTMENT STORE",,,,,,,,,,,jackcookripper,1260h,,333385025
1381,"CHINA TELECOMMUNICATIONS CO., LTD. HUAIBEI SOUTH SHAN ROAD BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,333374788
1388,"CHINA TELECOMMUNICATIONS CO., LTD. BANGBU 3 SPREAD BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,333421670
1382,"CHINA TELECOMMUNICATIONS CO., LTD. HANSHAN POTTERY FACTORY BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,333377487
1383,"CHINA TELECOMMUNICATIONS CO., LTD. DANGTU TAIBAI ROAD BUSINESS FIRM",,,,,,,,,,,jackcookripper,1260h,,333378238
1394,"CHINA TELECOM CO., LTD. HUAIYUAN SUBURBAN SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,333412623
1384,"CHINA TELECOMMUNICATIONS CO., LTD. MA ANSHAN BRANCH NEW CITY BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,333378279
1389,"ANHUI BENGWU EXPRESSWAY INVESTMENT MANAGEMENT CO., LTD.",,,,,,,,,,,jackcookripper,1260h,,333419215
1385,"CHINA TELECOMMUNICATIONS CO., LTD. DANGTU INVESTIGATE BAY BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,333378278
1390,"CHINA TELECOM CO., LTD. HUAIYUAN WEIZHUANG SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,333412632
1395,"CHINA TELECOM CO., LTD. HUAIYUAN XINJI SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,333412618
1391,"CHINA TELECOM CO., LTD. HUAIYUAN YUWANG SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,333412630
