Publication date,DOI,Title,Authors Raw Affiliation
5/30/2025,10.1002/adrr.202500016,Integration of Soft?Robotics and Deep Learning to Assess the Coordinated Biosonar Emission and Reception Dynamics in Hipposiderid Bats,"Zhang, Shuxin (Shandong University?Virginia Tech International Laboratory, Shandong University, Jinan, China; Department of Mechanical Engineering, Virginia Tech, Blacksburg, Virginia, USA); Wang, Ruihao (Department of Mechanical Engineering, Virginia Tech, Blacksburg, Virginia, USA); Yin, Xiaoyan (Department of Mechanical Engineering, Virginia Tech, Blacksburg, Virginia, USA); Yang, Luhui (Shandong University?Virginia Tech International Laboratory, Shandong University, Jinan, China; Department of Mechanical Engineering, Virginia Tech, Blacksburg, Virginia, USA); M ller, Rolf (Shandong University?Virginia Tech International Laboratory, Shandong University, Jinan, China; Department of Mechanical Engineering, Virginia Tech, Blacksburg, Virginia, USA)"
2025-06,10.1016/j.msea.2025.148261,Serration behavior and brittle phase-induced mechanical transitions in wrought Al0.3CoCrFeNi high-entropy alloy from 100  C to 800  C,"Wu, Yaqi (State Key Laboratory for Advanced Metals and Materials, University of Science and Technology Beijing, Beijing, 100083, China); Brechtl, Jamieson (Buildings and Transportation Science Division, Oak Ridge National Laboratory, Oak Ridge, TN, 37830, USA); Li, Changwei (State Key Laboratory for Advanced Metals and Materials, University of Science and Technology Beijing, Beijing, 100083, China); Liaw, Peter K. (Department of Materials Science and Engineering, The University of Tennessee, Knoxville, TN, 37996, USA); Geng, Guihong (School of Materials Science and Engineering, North Minzu University, Yinchuan, 750021, China); Zhang, Yong (State Key Laboratory for Advanced Metals and Materials, University of Science and Technology Beijing, Beijing, 100083, China; Key Laboratory of Silicon-based Materials, Fuyao University of Science and Technology, Fuzhou, 350109, China)"
2025-06,10.1016/j.tcrr.2025.02.002,Can one reconcile the classical theories and the WISHE theories of tropical cyclone intensification?,"Smith, Roger K. (Meteorological Institute, Ludwig-Maximilians-Universit t in Munich, Germany); Montgomery, Michael T. (Dept. of Meteorology, Naval Postgraduate School, Monterey, CA, USA); Wang, Shanghong (Shanghai Typhoon Institute, China Meteorological Administration, Shanghai, China; China and Asia-Pacific Typhoon Collaborative Research Center, Shanghai, China)"
2025-06,10.1016/j.eml.2025.102343,Cylindrical cavity expansion for characterizing mechanical properties of soft materials,"Li, Jian (The State Key Laboratory of Heavy-duty and Express High-power Electric Locomotive, Changsha, 410075, China; Key Laboratory of Traffic Safety on Track of Ministry of Education, School of Traffic Transportation Engineering, Central South University, Changsha, 410075, China; National Local Joint Engineering Research Center of Safety Technology for Rail Vehicle, Changsha, 410075, China); Xie, Zihao (The State Key Laboratory of Heavy-duty and Express High-power Electric Locomotive, Changsha, 410075, China; Key Laboratory of Traffic Safety on Track of Ministry of Education, School of Traffic Transportation Engineering, Central South University, Changsha, 410075, China; National Local Joint Engineering Research Center of Safety Technology for Rail Vehicle, Changsha, 410075, China); Varner, Hannah (Department of Mechanical Engineering, Massachusetts Institute of Technology, Cambridge, 02139, MA, USA); Chockalingam, S. (Department of Aeronautics and Astronautics, Massachusetts Institute of Technology, Cambridge, 02139, MA, USA); Cohen, Tal (Department of Mechanical Engineering, Massachusetts Institute of Technology, Cambridge, 02139, MA, USA; Department of Civil and Environmental Engineering, Massachusetts Institute of Technology, Cambridge, 02139, MA, USA)"
2025-06,10.1016/j.apsb.2025.05.036,"Application of artificial intelligence in laboratory hematology: Advances, challenges, and prospects","Liao, Hongyan (Department of Laboratory Medicine, Clinical Laboratory Medicine Research Center, West China Hospital, Sichuan University, Chengdu 610041, China; Sichuan Clinical Research Center for Laboratory Medicine, Chengdu 610041, China; Center for Cellular and Molecular Diagnostics and Department of Biochemistry and Molecular Biology, Tulane University School of Medicine, New Orleans 60112, USA); Zhang, Feng (Department of Laboratory Medicine, Clinical Laboratory Medicine Research Center, West China Hospital, Sichuan University, Chengdu 610041, China; Sichuan Clinical Research Center for Laboratory Medicine, Chengdu 610041, China); Chen, Fengyu (Department of Laboratory Medicine, Clinical Laboratory Medicine Research Center, West China Hospital, Sichuan University, Chengdu 610041, China; Sichuan Clinical Research Center for Laboratory Medicine, Chengdu 610041, China); Li, Yifei (West China School of Medicine, Sichuan University, Chengdu 610041, China); Sun, Yanrui (West China School of Medicine, Sichuan University, Chengdu 610041, China); Sloboda, Darc e D. (Center for Cellular and Molecular Diagnostics and Department of Biochemistry and Molecular Biology, Tulane University School of Medicine, New Orleans 60112, USA); Zheng, Qin (Department of Laboratory Medicine, Clinical Laboratory Medicine Research Center, West China Hospital, Sichuan University, Chengdu 610041, China; Sichuan Clinical Research Center for Laboratory Medicine, Chengdu 610041, China); Ying, Binwu (Department of Laboratory Medicine, Clinical Laboratory Medicine Research Center, West China Hospital, Sichuan University, Chengdu 610041, China; Sichuan Clinical Research Center for Laboratory Medicine, Chengdu 610041, China); Hu, Tony (Center for Cellular and Molecular Diagnostics and Department of Biochemistry and Molecular Biology, Tulane University School of Medicine, New Orleans 60112, USA)"
2025-06,10.1016/j.actamat.2025.121193,A crystal plasticity-based reversible phase transformation model for Ti49Zr20Hf15Al10Nb6 high-entropy alloy,"Liu, Chuhao (State Key Laboratory of Mechanical System and Vibration, Shanghai Jiao Tong University, Shanghai, 200240, China); Sun, Xiaochuan (State Key Lab of Metal Matrix Composites, School of Materials Science and Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China); Zhang, Xiaodan (School of mechanical engineering and automation, Fuzhou University, Fujian, 350116, China); Zhong, Shengyi (School of Materials Science and Engineering, Shanghai Jiao Tong University, Shanghai, 200249, China; SJTU Paris Elite Institute of Technology, Shanghai Jiao Tong University, Shanghai, 200240, China); Wu, Yubin (Suzhou Druli New Material Technology Research and Development Co., Ltd, Suzhou, Jiangsu, 215133, China); Liaw, Peter K (Department of Materials Science and Engineering, The University of Tennessee, Knoxville, TN 37996 USA); Wang, Huamiao (Shanghai Key Laboratory of Mechanics in Energy Engineering, Shanghai Frontier Science Center of Mechanoinformatics, Shanghai Institute of Applied Mathematics and Mechanics, School of Mechanics and Engineering Science, Shanghai University, Shanghai, 200072, China); Jia, Zhihong (Key Laboratory for Light-weight Materials, Nanjing Tech University, Nanjing, 210009, China); Peng, Yinghong (State Key Laboratory of Mechanical System and Vibration, Shanghai Jiao Tong University, Shanghai, 200240, China)"
2025-06,10.1016/j.fmre.2024.12.020,A Review of Simulation Optimization with Connection to Artificial Intelligence,"Peng, Yijie (PKU-WUHAN Institute for Artificial Intelligence, Guanghua School of Management, Peking University, Beijing, China; Xijiang Laboratory, Changsha, China); Chen, Chun-Hung (Department of Systems Engineering and Operations Research, George Mason University, Fairfax, USA); Fu, Michael C. (Robert H. Smith School of Business, Institute for Systems Research, University of Maryland, College Park, USA)"
6/1/2025,10.1088/1361-665x/adb7aa,Roadmap on embodying mechano-intelligence and computing in functional materials and structures,"Al , Andrea (Photonics Initiative, Advanced Science Research Center, City University of New York); Arrieta, Andres F (School of Mechanical Engineering, Purdue University, West Lafayette, IN 47907-2088, United States of America); Del Dottore, Emanuela (Istituto Italiano di Tecnologia, Bioinspired Soft Robotics Laboratory, Genoa, Italy); Dickey, Michael (Department of Chemical and Biomolecular Engineering, NC State University, Raleigh, NC, United States of America); Ferracin, Samuele (Department of Mechanical Engineering & Applied Mechanics, University of Pennsylvania, Philadelphia, PA 19104, United States of America); Harne, Ryan (Exponent, Inc., Atlanta, GA 30326, United States of America); Hauser, Helmut (School of Engineering Mathematics and Technology, University of Bristol, Bristol, United Kingdom); He, Qiguang (Department of Mechanical Engineering & Applied Mechanics, University of Pennsylvania, Philadelphia, PA 19104, United States of America; Department of Mechanical and Automation Engineering, The Chinese University of Hong Kong, Hong Kong Special Administrative Region of China 999077, People s Republic of China); Hopkins, Jonathan B (Mechanical and Aerospace Engineering, University of California, Los Angeles, CA 90095, United States of America); Hyatt, Lance P (Department of Mechanical Engineering, The Pennsylvania State University, University Park, PA 16802, United States of America); Li, Suyi (Virginia Tech, 313D Goodwin Hall, 635 Prices Fork Road, Blacksburg VA, 24061, United States of America); Mariani, Stefano (Istituto Italiano di Tecnologia, Bioinspired Soft Robotics Laboratory, Genoa, Italy); Mazzolai, Barbara (Istituto Italiano di Tecnologia, Bioinspired Soft Robotics Laboratory, Genoa, Italy); Mondini, Alessio (Istituto Italiano di Tecnologia, Bioinspired Soft Robotics Laboratory, Genoa, Italy); Pal, Aniket (Institute of Applied Mechanics, University of Stuttgart, 70569 Stuttgart, Germany); Preston, Daniel J (Rice University, 6100 Main St, Houston, TX 77005, United States of America); Rajappan, Anoop (Tulane University, 6823 St. Charles Ave, New Orleans, LA 70118, United States of America); Raney, Jordan R (Department of Mechanical Engineering & Applied Mechanics, University of Pennsylvania, Philadelphia, PA 19104, United States of America); Reis, Pedro M (Flexible Structures Laboratory, Institute of Mechanical Engineering, Ecole Polytechnique F d rale de Lausanne (EPFL), CH-1015 Lausanne, Switzerland); Sarles, Stephen A (Department of Mechanical Aerospace and Biomedical Engineering, University of Tennessee, Knoxville, TN 37996, United States of America); Sitti, Metin (School of Medicine and College of Engineering, Ko  University, 34450 Istanbul, Turkey); Ubamanyu, Uba K (Flexible Structures Laboratory, Institute of Mechanical Engineering, Ecole Polytechnique F d rale de Lausanne (EPFL), CH-1015 Lausanne, Switzerland); van Hecke, Martin (Huygens-Kamerlingh Onnes Laboratory, Universiteit Leiden, PO Box 9504, Leiden 2300 RA, The Netherlands; AMOLF, Science Park 104, Amsterdam 1098 XG, The Netherlands); Wang, K W (University of Michigan, 2468 GGB, 2350 Hayward Street, Ann Arbor, MI, United States of America)"
6/1/2025,10.1103/8qpx-68x6,Chiral-extended photon-emitter dressed states in non-Hermitian topological baths,"Cai, Zhao-Fan (School of Physics and Optoelectronics, South China University of Technology, Guangzhou 510640, China); Wang, Xin (Institute of Theoretical Physics, School of Physics, Xi'an Jiaotong University, Xi'an 710049, China); Liang, Zi-Xuan (School of Physics and Optoelectronics, South China University of Technology, Guangzhou 510640, China); Liu, Tao (School of Physics and Optoelectronics, South China University of Technology, Guangzhou 510640, China); Nori, Franco (Center for Quantum Computing, RIKEN, Wakoshi, Saitama 351-0198, Japan; Department of Physics, University of Michigan, Ann Arbor, Michigan 48109-1040, USA)"
6/1/2025,10.1103/physrevmaterials.9.l061201,Anomalous Hall effect emerging from field-induced Weyl nodes in SmAlSi,"Gao, Yuxiang (Department of Physics and Astronomy, Rice University, Houston, Texas 77005, USA; Rice Center for Quantum Materials, Rice University, Houston, Texas 77005, USA); Lei, Shiming (Department of Physics and Astronomy, Rice University, Houston, Texas 77005, USA; Rice Center for Quantum Materials, Rice University, Houston, Texas 77005, USA); Clements, Eleanor M. (NIST Center for Neutron Research, National Institute of Standards and Technology, Gaithersburg, Maryland 20899, USA; Materials Science and Technology Division, Oak Ridge National Laboratory, Oak Ridge, Tennessee 37831, USA); Zhang, Yichen (Department of Physics and Astronomy, Rice University, Houston, Texas 77005, USA; Rice Center for Quantum Materials, Rice University, Houston, Texas 77005, USA); Gao, Xue-Jian (Department of Physics, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong, China); Chi, Songxue (Neutron Scattering Division, Oak Ridge National Laboratory, Oak Ridge, Tennessee 37831, USA); Law, Kam Tuen (Department of Physics, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong, China); Yi, Ming (Department of Physics and Astronomy, Rice University, Houston, Texas 77005, USA; Rice Center for Quantum Materials, Rice University, Houston, Texas 77005, USA); Lynn, Jeffrey W. (NIST Center for Neutron Research, National Institute of Standards and Technology, Gaithersburg, Maryland 20899, USA); Morosan, Emilia (Department of Physics and Astronomy, Rice University, Houston, Texas 77005, USA; Rice Center for Quantum Materials, Rice University, Houston, Texas 77005, USA)"
6/1/2025,10.1103/physrevresearch.7.l022061,Electron correlations in the kagome flat band metal CsCr3Sb5,"Xie, Fang (Department of Physics & Astronomy, Rice Center for Quantum Materials, Rice University, Houston, Texas 77005, USA; Rice Academy of Fellows, Rice University, Houston, Texas 77005, USA); Fang, Yuan (Department of Physics & Astronomy, Rice Center for Quantum Materials, Rice University, Houston, Texas 77005, USA); Li, Ying (MOE Key Laboratory for Nonequilibrium Synthesis and Modulation of Condensed Matter, School of Physics, Xi'an Jiaotong University, Xi'an 710049, China); Huang, Yuefei (Department of Materials Science and NanoEngineering, Rice University, Houston, Texas 77005, USA); Chen, Lei (Department of Physics & Astronomy, Rice Center for Quantum Materials, Rice University, Houston, Texas 77005, USA); Setty, Chandan (Department of Physics & Astronomy, Rice Center for Quantum Materials, Rice University, Houston, Texas 77005, USA; Department of Physics and Astronomy, Iowa State University, Ames, Iowa 50011, USA; Ames National Laboratory, U.S. Department of Energy, Ames, Iowa 50011, USA); Sur, Shouvik (Department of Physics & Astronomy, Rice Center for Quantum Materials, Rice University, Houston, Texas 77005, USA); Yakobson, Boris (Department of Materials Science and NanoEngineering, Rice University, Houston, Texas 77005, USA); Valent , Roser (Institut f r Theoretische Physik, Goethe-Universit t Frankfurt, Max-von-Laue-Strasse 1, 60438 Frankfurt am Main, Germany); Si, Qimiao (Department of Physics & Astronomy, Rice Center for Quantum Materials, Rice University, Houston, Texas 77005, USA)"
6/1/2025,10.1103/gjcm-qfgz,Transparent graphene-superconductor interfaces: Quantum Hall and zero field regimes,"Bondarev, Alexey (Department of Physics, Duke University, P.O. Box 90305, Durham, North Carolina 27708-0305, USA); Zhang, Gu (Beijing Academy of Quantum Information Sciences, Beijing 100193, China); Baranger, Harold U. (Department of Physics, Duke University, P.O. Box 90305, Durham, North Carolina 27708-0305, USA)"
6/3/2025,10.1038/s41563-025-02254-2,Symmetry-protected electronic metastability in an optically driven cuprate ladder,"Padma, Hari (Department of Physics, Harvard University, Cambridge, MA, USA); Glerean, Filippo (Department of Physics, Harvard University, Cambridge, MA, USA); TenHuisen, Sophia F. R. (Department of Physics, Harvard University, Cambridge, MA, USA; Department of Applied Physics, Harvard University, Cambridge, MA, USA); Shen, Zecheng (Department of Chemistry, Emory University, Atlanta, GA, USA); Wang, Haoxin (Department of Physics, The Chinese University of Hong Kong, Hong Kong, China); Xu, Luogen (Department of Chemistry, Emory University, Atlanta, GA, USA); Elliott, Joshua D. (Diamond Light Source, Didcot, UK); Homes, Christopher C. (National Synchrotron Light Source II, Brookhaven National Laboratory, Upton, NY, USA); Skoropata, Elizabeth (PSI Center for Photon Science, Paul Scherrer Institute, Villigen, Switzerland); Ueda, Hiroki (PSI Center for Photon Science, Paul Scherrer Institute, Villigen, Switzerland); Liu, Biaolong (PSI Center for Photon Science, Paul Scherrer Institute, Villigen, Switzerland); Paris, Eugenio (PSI Center for Photon Science, Paul Scherrer Institute, Villigen, Switzerland); Romaguera, Arnau (PSI Center for Photon Science, Paul Scherrer Institute, Villigen, Switzerland); Lee, Byungjune (Department of Physics, Pohang University of Science and Technology, Pohang, Korea; Max Planck POSTECH/Korea Research Initiative, Center for Complex Phase Materials, Pohang, Korea); He, Wei (Condensed Matter Physics and Materials Science Department, Brookhaven National Laboratory, Upton, NY, USA); Wang, Yu (Department of Physics, Pennsylvania State University, University Park, PA, USA; 2D Crystal Consortium, Materials Research Institute, Pennsylvania State University, University Park, PA, USA); Lee, Seng Huat (Department of Physics, Pennsylvania State University, University Park, PA, USA; 2D Crystal Consortium, Materials Research Institute, Pennsylvania State University, University Park, PA, USA); Choi, Hyeongi (Pohang Accelerator Laboratory (PAL), Pohang University of Science and Technology, Pohang, South Korea); Park, Sang-Youn (Pohang Accelerator Laboratory (PAL), Pohang University of Science and Technology, Pohang, South Korea); Mao, Zhiqiang (Department of Physics, Pennsylvania State University, University Park, PA, USA; 2D Crystal Consortium, Materials Research Institute, Pennsylvania State University, University Park, PA, USA); Calandra, Matteo (Department of Physics, University of Trento, Povo, Italy); Jang, Hoyoung (Pohang Accelerator Laboratory (PAL), Pohang University of Science and Technology, Pohang, South Korea); Razzoli, Elia (PSI Center for Photon Science, Paul Scherrer Institute, Villigen, Switzerland); Dean, Mark P. M. (Condensed Matter Physics and Materials Science Department, Brookhaven National Laboratory, Upton, NY, USA); Wang, Yao (Department of Chemistry, Emory University, Atlanta, GA, USA); Mitrano, Matteo (Department of Physics, Harvard University, Cambridge, MA, USA)"
6/3/2025,10.1021/acs.accounts.0c00594,AI-Driven Antimicrobial Peptide Discovery: Mining and Generation,"Szymczak, Paulina (Institute of AI for Health, Helmholtz Zentrum Munich, Neuherberg, 85764, Germany); Zarzecki, Wojciech (Faculty of Mathematics, Informatics and Mechanics, University of Warsaw, Warsaw, 02-097, Poland; Faculty of Electronics and Information Technology, Warsaw University of Technology, Warsaw, 00-661, Poland); Wang, Jiejing (Institute of Microbiology, Chinese Academy of Sciences, ;, Beijing, 100101, China); Duan, Yiqian (Institute of Science and Technology for Brain-Inspired Intelligence, Fudan University, Shanghai, 200433, China); Wang, Jun (Institute of Microbiology, Chinese Academy of Sciences, ;, Beijing, 100101, China); Coelho, Luis Pedro (Centre for Microbiome Research, School of Biomedical Sciences, Queensland University of Technology, Translational Research Institute, Woolloongabba, Queensland, 4102, Australia; Centre for Data Science, Queensland University of Technology, Brisbane, Queensland, 4001, Australia); de la Fuente-Nunez, Cesar (Machine Biology Group, Departments of Psychiatry and Microbiology, Institute for Biomedical Informatics, Institute for Translational Medicine and Therapeutics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States of America; Departments of Bioengineering and Chemical and Biomolecular Engineering, School of Engineering and Applied Science, University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States of America; Department of Chemistry, School of Arts and Sciences, University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States of America; Penn Institute for Computational Science, University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States of America); Szczurek, Ewa (Institute of AI for Health, Helmholtz Zentrum Munich, Neuherberg, 85764, Germany; Faculty of Mathematics, Informatics and Mechanics, University of Warsaw, Warsaw, 02-097, Poland)"
6/4/2025,10.1126/sciadv.adu0228,Hypermultiplexed integrated photonics based optical tensor processor,"Ou, Shaoyuan (Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA 90089, USA.); Xue, Kaiwen (Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA 90089, USA.; Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA 94720, USA.); Zhou, Lian (Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA 90089, USA.; Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA 94720, USA.); Lee, Chun-ho (Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA 90089, USA.; Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA 94720, USA.); Sludds, Alexander (Research Laboratory of Electronics, MIT, Cambridge, MA 02139, USA.); Hamerly, Ryan (Research Laboratory of Electronics, MIT, Cambridge, MA 02139, USA.; PHI Laboratories, NTT Research Inc., 940 Stewart Drive, Sunnyvale, CA 94085, USA.); Zhang, Ke (Department of Electrical Engineering & State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Kowloon, Hong Kong, China.); Feng, Hanke (Department of Electrical Engineering & State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Kowloon, Hong Kong, China.); Yu, Yue (Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA 90089, USA.; Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA 94720, USA.); Kopparapu, Reshma (Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA 90089, USA.; Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA 94720, USA.); Zhong, Eric (Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA 90089, USA.); Wang, Cheng (Department of Electrical Engineering & State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Kowloon, Hong Kong, China.); Englund, Dirk (Research Laboratory of Electronics, MIT, Cambridge, MA 02139, USA.); Yu, Mengjie (Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA 90089, USA.; Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA 94720, USA.); Chen, Zaijun (Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA 90089, USA.; Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA 94720, USA.; Opticore Inc., Berkeley, CA 94705, USA.)"
