"wid","name","_riskflags","ASPIriskrating","_majordefenselabs","_defresearchareas","_subsidiaries","_ecoespmiscon","_supervisingagency","opensanctionsid","_uskta","type","flaggedby","reason","subreason","tid"
"1193","CHINA TELECOMMUNICATIONS CO., LTD. LIAN SHAN BRANCH GOOD FORTUNE MAIN HALL CUSTOMER SERVICE CENTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"330203857"
"1194","CHINA TELECOMMUNICATIONS CO., LTD. LIAN SHAN BRANCH LAST COMMAND CUSTOMER SERVICE CENTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"330203856"
"1195","CHINA TELECOMMUNICATIONS CO., LTD. LIAN SHAN BRANCH ADD FIELD CUSTOMER SERVICE CENTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"330203853"
"1196","CHINA TELECOMMUNICATIONS CO., LTD. LIAN SHAN BRANCH BIG WEALTHY CUSTOMER SERVICE CENTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"330203852"
"1197","CHINA TELECOMMUNICATIONS CO., LTD. LIAN SHAN BRANCH SMALL 3 RIVER CUSTOMER SERVICE CENTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"330203851"
"1198","CHINA TELECOMMUNICATIONS CO., LTD. YANGCHUN WELCOME VISITOR THOROUGHFARE CUSTOMER SERVICE CENTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"330213024"
"1199","CHINA TELECOMMUNICATIONS CO., LTD. YANGCHUN JADE TABLET RIDGE MARKETING SERVICE CENTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"330213005"
"1200","CHINA TELECOMMUNICATIONS CO., LTD. YANGCHUN EAST PARK ROAD CUSTOMER SERVICE CENTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"330213004"
"1201","CONSULTING GROUP ADVISORY SERVICES LLC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"82013639"
"1202","CHINA TELECOM CO., LTD. WUZHISHAN HAIYU NORTH ROAD BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329696483"
"1203","CHINA TELECOM CO., LTD. WUZHISHAN MAOYANG SALES DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329696484"
"1204","CHINA TELECOMMUNICATIONS CO., LTD. HAINAN YELLOW PAGES INFORMATION BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329710763"
"1205","HAIKOU QIYUE CITY CONSTRUCTION CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329715818"
"1206","CHINA TELECOMMUNICATIONS CO., LTD. CHENGMAI BRANCH JIN JIANG 4 G DIGITAL CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329684496"
"1207","CHINA TELECOMMUNICATIONS CO., LTD. MOUND WATER XIN VILLAGE SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329681034"
"1208","CHINA TELECOMMUNICATIONS CO., LTD. MOUND WATER JIANSHE ROAD BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329681033"
"1209","CHINA TELECOM CO., LTD. TUNCHANG CHANGSHENG BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329686819"
"1210","CHINA TELECOM CO., LTD. TUNCHANG XINJIANSAN ROAD BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329686811"
"1211","CHINA TELECOM CO., LTD. CHONGQING NANPING BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329673299"
"1212","CHINA TELECOMMUNICATIONS CO., LTD. CHONGQING STONE A PLAIN BRIDGE BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329673204"
"1213","CHINA TELECOMMUNICATIONS CO., LTD. CHONGQING YANG JIAPING BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329673202"
"1214","CHINA TELECOMMUNICATIONS CO., LTD. CHONGQING BAI SHIYI BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329673203"
"1215","CHINA TELECOMMUNICATIONS CO., LTD. CHONGQING JIANGBEI BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329673063"
"1216","CHINA TELECOMMUNICATIONS CO., LTD. CHONGQING BUILD BRIDGE BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329672942"
"1217","CHENGDU XIEYONG WAREHOUSING CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"276054566"
"1218","CHINA TELECOM CO., LTD. YUNCHENG SALT LAKE ZHONGHUAN BUILDING BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"438963251"
"1219","CHINA TELECOM CO., LTD. BAOAN GUSU CUSTOMER SERVICE CENTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"444119719"
"1220","ELKEM METALS INC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"360388737"
"1221","SANYA BIHAI JINCHENG BUSINESS MANAGEMENT CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"436767620"
"1222","ZHONG GUO DIAN XIN GU FEN YOU XIAN GONG SI XI NING JING JI JI SHU KAI FA QU FEN GONG SI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"436721088"
"1223","CHINA TELECOMMUNICATIONS CORP. SHANGHAI CHANGNING ROAD BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"436708626"
"1224","CHINA TELECOM CO., LTD. TONGLU FUCHUNJIANG BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"281623907"
"1225","CHINA TELECOMMUNICATIONS CO., LTD. JIASHAN YANG MIAO BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"281620157"
"1226","CHINA TELECOM CO., LTD. SHAOXING CHENGXI BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"281616085"
"1227","CHINA MOVE COMMUNICATE GROUP ZHEJIANG CO., LTD. MARTIAL ARTS BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"281615786"
"1228","CHINA TELECOMMUNICATIONS CO., LTD. JIASHAN DAY CONGEAL BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"281615834"
"1229","CHINA TELECOM CO., LTD. PINGYANG AOJIANG WUYANG BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"281687588"
"1230","CHINA TELECOM CO., LTD. JINHUA YAFAN BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"281687444"
"1231","CHINA TELECOMMUNICATIONS CO., LTD. CIXI CITY PROPER BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"281687339"
"1232","CHINA TELECOM CO., LTD. HAINING DINGQIAO BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"281685149"
"1233","CHINA TELECOM CO., LTD. HAINING CHANGAN BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"281685176"
"1234","CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. HANGZHOU ZHIJIANG STORE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"281685125"
"1235","CHINA TELECOM CO., LTD. PINGYANG AOJIANG RIVERSIDE BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"281684025"
"1236","CHINA TELECOMMUNICATIONS CO., LTD. NINGSHAN BRANCH LONG WANG SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"281694381"
"1237","CHINA TELECOMMUNICATIONS CO., LTD. YIWU EMBROIDER LAKE SQUARE BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"281634936"
"1238","CASC TORCH CAR CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"427419629"
"1239","SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"337828959"
"1240","CHINA TELECOM CO., LTD. SHANGHAI PUDONG LUCHAOGANG TELEPHONE STATION",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"337831199"
"1241","CHINA TELECOMMUNICATIONS CORP. ZHANG JIAJIE YONGDING REGION CORPORATE HEADQUARTERS SHUANG CREEK BRIDGE SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"435785642"
"1242","ENRIC INTEGRATION (HK) COMPANY LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49449516"
"1243","HIGH MORALE DEVELOPMENTS LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"71318402"
"1244","CHINA OVERSEAS INSURANCE SERVICES LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"60915870"
"1245","CHINA TELECOM GLOBAL LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"60915871"
"1246","NETFORTUNE LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"85301864"
"1247","FAR EAST ALUMINIUM WORKS (GUANGZHOU) COMPANY LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"85301866"
"1248","CHINA UNICOM GLOBAL LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"85301861"
"1249","HENG FAI INTERNATIONAL LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"50468820"
"1250","FEA CORPORATE SERVICES LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"85301871"
"1251","BETTER VIEW INVESTMENT LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"85301869"
"1252","CCCC INTERNATIONAL HOLDING LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"368321831"
"1253","CHINA COMMUNICATIONS SERVICES INTERNATIONAL LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"77290022"
"1254","SILICON SOLAR MATERIALS COMPANY LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"83061402"
"1255","SOLARGIGA ENERGY (HONG KONG) COMPANY LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"83061400"
"1256","CHINA OVERSEAS (HONG KONG) LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"83061386"
"1257","KINGTRON ENTERPRISES LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"81504680"
"1258","FAST RIGHT INVESTMENTS LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"75638453"
"1259","CHARM RAY HOLDINGS LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"75606556"
"1260","WIN SCORE INVESTMENTS LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"75606557"
"1261","EMPIRE LAND INVESTMENTS LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"83883040"
"1262","CHINA UNICOM (HONG KONG) OPERATIONS LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49459061"
"1263","FAR EAST FACADE (HONG KONG) LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49463936"
"1264","CHINA COMMUNICATIONS CONSTRUCTION COMPANY LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"83881896"
"1265","CHINA STATE MACHINERY LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49464218"
"1266","CHINA STATE FOUNDATION ENGINEERING LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49464217"
"1267","CHINA STATE CIVIL ENGINEERING LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49464216"
"1268","CHINA OVERSEAS BUILDING CONSTRUCTION LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49464215"
"1269","CHINA STATE CONSTRUCTION SCIENCE AND TECHNOLOGY LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49464214"
"1270","CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49464213"
"1271","CSCEC TRADE MARK LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49464221"
"1272","MACFULL LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"50551511"
"1273","GOLDWELL DEVELOPMENT LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49448661"
"1274","CHINA OVERSEAS PROJECT DEVELOPMENT LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49463098"
"1275","CHINA OVERSEAS (ZHONG GUO) LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"190980242"
"1276","CHINA OVERSEAS PROPERTY LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49463094"
"1277","ON SUCCESS DEVELOPMENT LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"75635786"
"1278","ADVOCATE PROPERTIES LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49463102"
"1279","EASTGOOD INVESTMENTS LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49464222"
"1280","SPEEDCLASS DEVELOPMENT LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49464223"
"1281","TREASURE CONSTRUCTION ENGINEERING LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49464224"
"1282","CHINA COMMUNICATIONS SERVICES CORPORATION LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49464237"
"1283","CHINA TELECOM CORPORATION LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"59633029"
"1284","GLORY GROUP DEVELOPMENT LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"322765354"
"1285","CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"50607480"
"1286","CHINA STATE MECHANICAL & ELECTRICAL ENGINEERING LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"265782021"
"1287","BRIGANTINE INTERNATIONAL HOLDINGS LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49453110"
"1288","BEIJING STARSINHAND TECHNOLOGY COMPANY LTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"71318108"
"1289","BEIJING BIZCOM TECHNOLOGY COMPANY LTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"155056558"
"1290","NANJING WANG DIAN TECHNOLOGY COMPANY LTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"71318106"
"1291","TENCENT CYBER (TIANJIN) COMPANY LTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"71318103"
"1292","TENCENT TECHNOLOGY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"71318101"
"1293","TENCENT COMPUTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"75791099"
"1294","HKSCC NOMINEES LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"49460923"
"1295","DATANG HOLDINGS (HONGKONG) INVESTMENT COMPANY LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"100931846"
"1296","DAHUA TECHNOLOGY (HK) LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"142289621"
"1297","CHINA STATE DEVELOPMENT HOLDINGS LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"137055077"
"1298","CHINA MOBILE INTERNATIONAL LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"128825265"
"1299","CHINA MOBILE INTERNATIONAL HOLDINGS LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"128825263"
"1300","CHINA STATE CONSTRUCTION INTERNATIONAL INVESTMENTS LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"136638611"
"1301","YOU XIN INVESTMENT LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"138503217"
"1302","CHINA MOBILE LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"524225482"
"1303","XIANYI INTERNATIONAL CO LTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"411265481"
"1304","RUNCHENG INDUSTRY PILOT FUND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"470723891"
"1305","CNOOC MARKETING U.S.A. INC.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"10759364"
"1306","ABRDN NEW DAWN INVESTMENT TRUST PLC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"4268892"
"1307","CHINA TELECOMMUNICATIONS CO., LTD. LARGE STONE BRIDGE BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"423640307"
"1308","CHINA TELECOMMUNICATIONS CO., LTD. JING COUNTY LUXURIANT WOODS BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282249233"
"1309","CHINA TELECOM CO., LTD. HUAMEI BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282239642"
"1310","CHINA TELECOMMUNICATIONS CO., LTD. JING COUNTY DING QIAO BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282247809"
"1311","CHINA TELECOMMUNICATIONS CO., LTD. JING COUNTY BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"334454761"
"1312","CHINA TELECOMMUNICATIONS CO., LTD. JING COUNTY CAI CUN BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282247055"
"1313","CHINA TELECOMMUNICATIONS CO., LTD. DALIAN BONDED ZONE BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"334455300"
"1314","CHINA TELECOMMUNICATIONS CO., LTD. JING COUNTY CLOUD MOUNTAIN RANGE BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282246968"
"1315","CHINA TELECOMMUNICATIONS CO., LTD. SHANGHAI LONG FEEL COMPASSION FOR BAOQI TOWNSHIP BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282221709"
"1316","CHINA MOVE COMMUNICATE GROUP ZHEJIANG CO., LTD. PINGYANG WATER HEAD PHOENIX TAIL BUILDING BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282222658"
"1317","CHINA TELECOMMUNICATIONS CO., LTD. DITCH OUTER OF CABBAGE ETC GREATLY BLEND BUSINESS STREET BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282219641"
"1318","ZHEJIANG INTERNATIONAL MARITIME UNIVERSITY BUSINESS OFFICE, CHINA TELECOM CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282224963"
"1319","CHINA TELECOMMUNICATIONS CO., LTD. KUANDIAN SOUTH AFRICA MARKET BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282225768"
"1320","CHINA T E L E C O M M U N I C A T I O N S CO., LTD. KUANDIAN POUR WATER BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282225741"
"1321","CHINA TELECOMMUNICATIONS CO., LTD. KUANDIAN LONG IMPERIAL DOMAIN BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282225715"
"1322","CHINA TELECOMMUNICATIONS CO., LTD. EXCELLENT PERFECT DISCUSS HIGHWAY BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282223380"
"1323","CHINA TELECOMMUNICATIONS CO., LTD. 3 DOOR COAST INDUSTRY CITY BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282217012"
"1324","CHINA MOVE COMMUNICATE GROUP ZHEJIANG CO., LTD. CHANGSHAN FANG VILLAGE BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282215201"
"1325","CHINA MOVE COMMUNICATE GROUP ZHEJIANG CO., LTD. WENLING BIG CREEK BUSINESS MINISTRY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"282217460"
