"tid","topicid","topicname","subfieldid","subfieldname","fieldid","fieldname","domainid","domainname"
"668","https://openalex.org/T10831","Cell Adhesion Molecules Research","https://openalex.org/subfields/2723","Immunology and Allergy","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"669","https://openalex.org/T10461","Gas Sensing Nanomaterials and Sensors","https://openalex.org/subfields/2208","Electrical and Electronic Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"670","https://openalex.org/T11471","Block Copolymer Self-Assembly","https://openalex.org/subfields/2505","Materials Chemistry","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"671","https://openalex.org/T10501","Polymer Nanocomposites and Properties","https://openalex.org/subfields/2507","Polymers and Plastics","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"672","https://openalex.org/T13052","Molecular Communication and Nanonetworks","https://openalex.org/subfields/2204","Biomedical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"673","https://openalex.org/T12220","Quantum Electrodynamics and Casimir Effect","https://openalex.org/subfields/3107","Atomic and Molecular Physics, and Optics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"674","https://openalex.org/T14363","Optical properties and cooling technologies in crystalline materials","https://openalex.org/subfields/3107","Atomic and Molecular Physics, and Optics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"675","https://openalex.org/T11637","Advanced Semiconductor Detectors and Materials","https://openalex.org/subfields/2208","Electrical and Electronic Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"676","https://openalex.org/T11216","Radiation Detection and Scintillator Technologies","https://openalex.org/subfields/3108","Radiation","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"677","https://openalex.org/T11736","Histone Deacetylase Inhibitors Research","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"678","https://openalex.org/T11667","Advanced Chemical Sensor Technologies","https://openalex.org/subfields/2204","Biomedical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"679","https://openalex.org/T11111","Spectroscopy and Laser Applications","https://openalex.org/subfields/1607","Spectroscopy","https://openalex.org/fields/16","Chemistry","https://openalex.org/domains/3","Physical Sciences"
"680","https://openalex.org/T10404","Enzyme Catalysis and Immobilization","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"681","https://openalex.org/T11124","Protein purification and stability","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"682","https://openalex.org/T10252","Microbial Natural Products and Biosynthesis","https://openalex.org/subfields/2736","Pharmacology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"683","https://openalex.org/T10076","Plant-Microbe Interactions and Immunity","https://openalex.org/subfields/1110","Plant Science","https://openalex.org/fields/11","Agricultural and Biological Sciences","https://openalex.org/domains/1","Life Sciences"
"684","https://openalex.org/T10171","Biofuel production and bioconversion","https://openalex.org/subfields/2204","Biomedical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"685","https://openalex.org/T10192","Catalytic Processes in Materials Science","https://openalex.org/subfields/2505","Materials Chemistry","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"686","https://openalex.org/T12425","Industrial Gas Emission Control","https://openalex.org/subfields/2210","Mechanical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"687","https://openalex.org/T11630","Petroleum Processing and Analysis","https://openalex.org/subfields/1602","Analytical Chemistry","https://openalex.org/fields/16","Chemistry","https://openalex.org/domains/3","Physical Sciences"
"688","https://openalex.org/T10578","Supramolecular Chemistry and Complexes","https://openalex.org/subfields/1605","Organic Chemistry","https://openalex.org/fields/16","Chemistry","https://openalex.org/domains/3","Physical Sciences"
"689","https://openalex.org/T11784","CO2 Reduction Techniques and Catalysts","https://openalex.org/subfields/2105","Renewable Energy, Sustainability and the Environment","https://openalex.org/fields/21","Energy","https://openalex.org/domains/3","Physical Sciences"
"690","https://openalex.org/T11007","Hybrid Renewable Energy Systems","https://openalex.org/subfields/2102","Energy Engineering and Power Technology","https://openalex.org/fields/21","Energy","https://openalex.org/domains/3","Physical Sciences"
"691","https://openalex.org/T12976","Magnetic and Electromagnetic Effects","https://openalex.org/subfields/1314","Physiology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"692","https://openalex.org/T11351","Catalysis and Hydrodesulfurization Studies","https://openalex.org/subfields/2210","Mechanical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"693","https://openalex.org/T10120","Bacterial Genetics and Biotechnology","https://openalex.org/subfields/1311","Genetics","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"694","https://openalex.org/T10159","Ionosphere and magnetosphere dynamics","https://openalex.org/subfields/3103","Astronomy and Astrophysics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"695","https://openalex.org/T12424","Earthquake Detection and Analysis","https://openalex.org/subfields/1908","Geophysics","https://openalex.org/fields/19","Earth and Planetary Sciences","https://openalex.org/domains/3","Physical Sciences"
"696","https://openalex.org/T10655","GNSS positioning and interference","https://openalex.org/subfields/2202","Aerospace Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"697","https://openalex.org/T10110","earthquake and tectonic studies","https://openalex.org/subfields/1908","Geophysics","https://openalex.org/fields/19","Earth and Planetary Sciences","https://openalex.org/domains/3","Physical Sciences"
"698","https://openalex.org/T11757","Seismic Waves and Analysis","https://openalex.org/subfields/1908","Geophysics","https://openalex.org/fields/19","Earth and Planetary Sciences","https://openalex.org/domains/3","Physical Sciences"
"699","https://openalex.org/T10001","Geological and Geochemical Analysis","https://openalex.org/subfields/1908","Geophysics","https://openalex.org/fields/19","Earth and Planetary Sciences","https://openalex.org/domains/3","Physical Sciences"
"700","https://openalex.org/T10555","Fire effects on ecosystems","https://openalex.org/subfields/2306","Global and Planetary Change","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"701","https://openalex.org/T10787","Lightning and Electromagnetic Phenomena","https://openalex.org/subfields/3103","Astronomy and Astrophysics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"702","https://openalex.org/T12832","Biocrusts and Microbial Ecology","https://openalex.org/subfields/1105","Ecology, Evolution, Behavior and Systematics","https://openalex.org/fields/11","Agricultural and Biological Sciences","https://openalex.org/domains/1","Life Sciences"
"703","https://openalex.org/T10236","Aquatic Ecosystems and Phytoplankton Dynamics","https://openalex.org/subfields/2304","Environmental Chemistry","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"704","https://openalex.org/T11528","Lichen and fungal ecology","https://openalex.org/subfields/1105","Ecology, Evolution, Behavior and Systematics","https://openalex.org/fields/11","Agricultural and Biological Sciences","https://openalex.org/domains/1","Life Sciences"
"705","https://openalex.org/T11698","Underwater Acoustics Research","https://openalex.org/subfields/1910","Oceanography","https://openalex.org/fields/19","Earth and Planetary Sciences","https://openalex.org/domains/3","Physical Sciences"
"706","https://openalex.org/T11234","Precipitation Measurement and Analysis","https://openalex.org/subfields/1902","Atmospheric Science","https://openalex.org/fields/19","Earth and Planetary Sciences","https://openalex.org/domains/3","Physical Sciences"
"707","https://openalex.org/T10330","Hydrology and Watershed Management Studies","https://openalex.org/subfields/2312","Water Science and Technology","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"708","https://openalex.org/T11490","Hydrological Forecasting Using AI","https://openalex.org/subfields/2305","Environmental Engineering","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"709","https://openalex.org/T10309","Acute Myeloid Leukemia Research","https://openalex.org/subfields/2720","Hematology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"710","https://openalex.org/T10345","Hematopoietic Stem Cell Transplantation","https://openalex.org/subfields/2720","Hematology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"711","https://openalex.org/T10662","Ultrasonics and Acoustic Wave Propagation","https://openalex.org/subfields/2211","Mechanics of Materials","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"712","https://openalex.org/T11456","Neuroscience of respiration and sleep","https://openalex.org/subfields/2807","Endocrine and Autonomic Systems","https://openalex.org/fields/28","Neuroscience","https://openalex.org/domains/1","Life Sciences"
"713","https://openalex.org/T10542","Vestibular and auditory disorders","https://openalex.org/subfields/2808","Neurology","https://openalex.org/fields/28","Neuroscience","https://openalex.org/domains/1","Life Sciences"
"714","https://openalex.org/T10242","Posttraumatic Stress Disorder Research","https://openalex.org/subfields/3203","Clinical Psychology","https://openalex.org/fields/32","Psychology","https://openalex.org/domains/2","Social Sciences"
"715","https://openalex.org/T10426","Child Abuse and Trauma","https://openalex.org/subfields/3203","Clinical Psychology","https://openalex.org/fields/32","Psychology","https://openalex.org/domains/2","Social Sciences"
"716","https://openalex.org/T11313","Immune cells in cancer","https://openalex.org/subfields/2403","Immunology","https://openalex.org/fields/24","Immunology and Microbiology","https://openalex.org/domains/1","Life Sciences"
"717","https://openalex.org/T12286","Erythrocyte Function and Pathophysiology","https://openalex.org/subfields/2737","Physiology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"718","https://openalex.org/T10934","Heat shock proteins research","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"719","https://openalex.org/T12061","Axon Guidance and Neuronal Signaling","https://openalex.org/subfields/2804","Cellular and Molecular Neuroscience","https://openalex.org/fields/28","Neuroscience","https://openalex.org/domains/1","Life Sciences"
"720","https://openalex.org/T12960","Heterotopic Ossification and Related Conditions","https://openalex.org/subfields/2745","Rheumatology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"721","https://openalex.org/T11501","TGF-β signaling in diseases","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"722","https://openalex.org/T11308","Sphingolipid Metabolism and Signaling","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"723","https://openalex.org/T11150","Endoplasmic Reticulum Stress and Disease","https://openalex.org/subfields/1307","Cell Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"724","https://openalex.org/T10620","Protease and Inhibitor Mechanisms","https://openalex.org/subfields/1306","Cancer Research","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"725","https://openalex.org/T10613","Virus-based gene therapy research","https://openalex.org/subfields/1311","Genetics","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"726","https://openalex.org/T11549","Synthetic Organic Chemistry Methods","https://openalex.org/subfields/1605","Organic Chemistry","https://openalex.org/fields/16","Chemistry","https://openalex.org/domains/3","Physical Sciences"
"727","https://openalex.org/T12626","Cancer, Stress, Anesthesia, and Immune Response","https://openalex.org/subfields/2738","Psychiatry and Mental health","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"728","https://openalex.org/T12672","Phagocytosis and Immune Regulation","https://openalex.org/subfields/2403","Immunology","https://openalex.org/fields/24","Immunology and Microbiology","https://openalex.org/domains/1","Life Sciences"
"729","https://openalex.org/T11650","Skin and Cellular Biology Research","https://openalex.org/subfields/1307","Cell Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"730","https://openalex.org/T11266","Neuroinflammation and Neurodegeneration Mechanisms","https://openalex.org/subfields/2808","Neurology","https://openalex.org/fields/28","Neuroscience","https://openalex.org/domains/1","Life Sciences"
"731","https://openalex.org/T11337","Tryptophan and brain disorders","https://openalex.org/subfields/2803","Biological Psychiatry","https://openalex.org/fields/28","Neuroscience","https://openalex.org/domains/1","Life Sciences"
"732","https://openalex.org/T11414","Quantum optics and atomic interactions","https://openalex.org/subfields/3107","Atomic and Molecular Physics, and Optics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"733","https://openalex.org/T10622","Quantum Mechanics and Applications","https://openalex.org/subfields/3107","Atomic and Molecular Physics, and Optics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"734","https://openalex.org/T12420","Silicone and Siloxane Chemistry","https://openalex.org/subfields/2505","Materials Chemistry","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"735","https://openalex.org/T11765","Circular RNAs in diseases","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"736","https://openalex.org/T11272","Nanowire Synthesis and Applications","https://openalex.org/subfields/2204","Biomedical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"737","https://openalex.org/T10558","Advancements in Semiconductor Devices and Circuit Design","https://openalex.org/subfields/2208","Electrical and Electronic Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"738","https://openalex.org/T13531","Surface and Thin Film Phenomena","https://openalex.org/subfields/3107","Atomic and Molecular Physics, and Optics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"739","https://openalex.org/T10490","Orbital Angular Momentum in Optics","https://openalex.org/subfields/3107","Atomic and Molecular Physics, and Optics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"740","https://openalex.org/T10032","Marine and coastal ecosystems","https://openalex.org/subfields/1910","Oceanography","https://openalex.org/fields/19","Earth and Planetary Sciences","https://openalex.org/domains/3","Physical Sciences"
"741","https://openalex.org/T12806","Ocean Acidification Effects and Responses","https://openalex.org/subfields/1910","Oceanography","https://openalex.org/fields/19","Earth and Planetary Sciences","https://openalex.org/domains/3","Physical Sciences"
"742","https://openalex.org/T11454","Cultural Differences and Values","https://openalex.org/subfields/3207","Social Psychology","https://openalex.org/fields/32","Psychology","https://openalex.org/domains/2","Social Sciences"
"743","https://openalex.org/T12520","Psychology of Moral and Emotional Judgment","https://openalex.org/subfields/2805","Cognitive Neuroscience","https://openalex.org/fields/28","Neuroscience","https://openalex.org/domains/1","Life Sciences"
"744","https://openalex.org/T12312","Culture, Economy, and Development Studies","https://openalex.org/subfields/3317","Demography","https://openalex.org/fields/33","Social Sciences","https://openalex.org/domains/2","Social Sciences"
"745","https://openalex.org/T11129","Photochemistry and Electron Transfer Studies","https://openalex.org/subfields/1606","Physical and Theoretical Chemistry","https://openalex.org/fields/16","Chemistry","https://openalex.org/domains/3","Physical Sciences"
"746","https://openalex.org/T10857","Advanced Electron Microscopy Techniques and Applications","https://openalex.org/subfields/1315","Structural Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"747","https://openalex.org/T10855","Amyotrophic Lateral Sclerosis Research","https://openalex.org/subfields/2728","Neurology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"748","https://openalex.org/T12596","Cephalopods and Marine Biology","https://openalex.org/subfields/1105","Ecology, Evolution, Behavior and Systematics","https://openalex.org/fields/11","Agricultural and Biological Sciences","https://openalex.org/domains/1","Life Sciences"
"749","https://openalex.org/T11993","Atomic and Subatomic Physics Research","https://openalex.org/subfields/3107","Atomic and Molecular Physics, and Optics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"750","https://openalex.org/T12510","Magneto-Optical Properties and Applications","https://openalex.org/subfields/2208","Electrical and Electronic Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"751","https://openalex.org/T10683","Mass Spectrometry Techniques and Applications","https://openalex.org/subfields/1607","Spectroscopy","https://openalex.org/fields/16","Chemistry","https://openalex.org/domains/3","Physical Sciences"
"752","https://openalex.org/T10334","Hearing, Cochlea, Tinnitus, Genetics","https://openalex.org/subfields/2809","Sensory Systems","https://openalex.org/fields/28","Neuroscience","https://openalex.org/domains/1","Life Sciences"
"753","https://openalex.org/T10283","Hearing Loss and Rehabilitation","https://openalex.org/subfields/2805","Cognitive Neuroscience","https://openalex.org/fields/28","Neuroscience","https://openalex.org/domains/1","Life Sciences"
"754","https://openalex.org/T10167","Influenza Virus Research Studies","https://openalex.org/subfields/2713","Epidemiology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"755","https://openalex.org/T11560","Animal Disease Management and Epidemiology","https://openalex.org/subfields/1102","Agronomy and Crop Science","https://openalex.org/fields/11","Agricultural and Biological Sciences","https://openalex.org/domains/1","Life Sciences"
"756","https://openalex.org/T12786","Innovation and Socioeconomic Development","https://openalex.org/subfields/1403","Business and International Management","https://openalex.org/fields/14","Business, Management and Accounting","https://openalex.org/domains/2","Social Sciences"
"757","https://openalex.org/T12856","Transgenic Plants and Applications","https://openalex.org/subfields/1305","Biotechnology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"758","https://openalex.org/T13463","Nanoporous metals and alloys","https://openalex.org/subfields/2505","Materials Chemistry","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"759","https://openalex.org/T10179","Supercapacitor Materials and Fabrication","https://openalex.org/subfields/2504","Electronic, Optical and Magnetic Materials","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"760","https://openalex.org/T10735","Mesoporous Materials and Catalysis","https://openalex.org/subfields/2505","Materials Chemistry","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"761","https://openalex.org/T10682","Quantum Computing Algorithms and Architecture","https://openalex.org/subfields/1702","Artificial Intelligence","https://openalex.org/fields/17","Computer Science","https://openalex.org/domains/3","Physical Sciences"
"762","https://openalex.org/T10094","Epilepsy research and treatment","https://openalex.org/subfields/2738","Psychiatry and Mental health","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"763","https://openalex.org/T12057","Consumer Attitudes and Food Labeling","https://openalex.org/subfields/2739","Public Health, Environmental and Occupational Health","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"764","https://openalex.org/T10486","Salmonella and Campylobacter epidemiology","https://openalex.org/subfields/1106","Food Science","https://openalex.org/fields/11","Agricultural and Biological Sciences","https://openalex.org/domains/1","Life Sciences"
"765","https://openalex.org/T11684","Vibrio bacteria research studies","https://openalex.org/subfields/1310","Endocrinology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"766","https://openalex.org/T11207","Alcohol Consumption and Health Effects","https://openalex.org/subfields/2734","Pathology and Forensic Medicine","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"767","https://openalex.org/T12258","Perfectionism, Procrastination, Anxiety Studies","https://openalex.org/subfields/3203","Clinical Psychology","https://openalex.org/fields/32","Psychology","https://openalex.org/domains/2","Social Sciences"
"768","https://openalex.org/T10340","Hepatitis B Virus Studies","https://openalex.org/subfields/2713","Epidemiology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"769","https://openalex.org/T12047","Viral Infections and Vectors","https://openalex.org/subfields/2725","Infectious Diseases","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"770","https://openalex.org/T10937","Telomeres, Telomerase, and Senescence","https://openalex.org/subfields/2737","Physiology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"771","https://openalex.org/T12627","Graphene and Nanomaterials Applications","https://openalex.org/subfields/2204","Biomedical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"772","https://openalex.org/T11772","Genetics and Neurodevelopmental Disorders","https://openalex.org/subfields/1311","Genetics","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"773","https://openalex.org/T11169","Silicon Nanostructures and Photoluminescence","https://openalex.org/subfields/2505","Materials Chemistry","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"774","https://openalex.org/T10691","Retinal Development and Disorders","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"775","https://openalex.org/T10441","Muscle Physiology and Disorders","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"776","https://openalex.org/T10105","Osteoarthritis Treatment and Mechanisms","https://openalex.org/subfields/2745","Rheumatology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"777","https://openalex.org/T10617","Cellular transport and secretion","https://openalex.org/subfields/1307","Cell Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"778","https://openalex.org/T11791","Microbial Community Ecology and Physiology","https://openalex.org/subfields/2303","Ecology","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"779","https://openalex.org/T11878","Solid-state spectroscopy and crystallography","https://openalex.org/subfields/2505","Materials Chemistry","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"780","https://openalex.org/T10564","Wastewater Treatment and Nitrogen Removal","https://openalex.org/subfields/2310","Pollution","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"781","https://openalex.org/T13377","Ecosystem dynamics and resilience","https://openalex.org/subfields/2306","Global and Planetary Change","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"782","https://openalex.org/T12789","Planarian Biology and Electrostimulation","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"783","https://openalex.org/T12813","Plant and Biological Electrophysiology Studies","https://openalex.org/subfields/1110","Plant Science","https://openalex.org/fields/11","Agricultural and Biological Sciences","https://openalex.org/domains/1","Life Sciences"
"784","https://openalex.org/T10022","Semiconductor Quantum Structures and Devices","https://openalex.org/subfields/3107","Atomic and Molecular Physics, and Optics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"785","https://openalex.org/T10767","Advanced Photonic Communication Systems","https://openalex.org/subfields/2208","Electrical and Electronic Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"786","https://openalex.org/T10851","Optical Wireless Communication Technologies","https://openalex.org/subfields/2208","Electrical and Electronic Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"787","https://openalex.org/T11127","Solid State Laser Technologies","https://openalex.org/subfields/2208","Electrical and Electronic Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"788","https://openalex.org/T11187","Nonlinear Dynamics and Pattern Formation","https://openalex.org/subfields/1705","Computer Networks and Communications","https://openalex.org/fields/17","Computer Science","https://openalex.org/domains/3","Physical Sciences"
"789","https://openalex.org/T12762","Crystallography and Radiation Phenomena","https://openalex.org/subfields/3104","Condensed Matter Physics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"790","https://openalex.org/T11278","Calcium Carbonate Crystallization and Inhibition","https://openalex.org/subfields/2502","Biomaterials","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"791","https://openalex.org/T10059","Bone Tissue Engineering Materials","https://openalex.org/subfields/2204","Biomedical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"792","https://openalex.org/T11968","High Altitude and Hypoxia","https://openalex.org/subfields/1311","Genetics","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"793","https://openalex.org/T11457","Adipose Tissue and Metabolism","https://openalex.org/subfields/2737","Physiology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"794","https://openalex.org/T11582","Nanopore and Nanochannel Transport Studies","https://openalex.org/subfields/2204","Biomedical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"795","https://openalex.org/T10914","Tactile and Sensory Interactions","https://openalex.org/subfields/2805","Cognitive Neuroscience","https://openalex.org/fields/28","Neuroscience","https://openalex.org/domains/1","Life Sciences"
"796","https://openalex.org/T11429","Semiconductor Lasers and Optical Devices","https://openalex.org/subfields/2208","Electrical and Electronic Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"797","https://openalex.org/T10005","Ecology and Vegetation Dynamics Studies","https://openalex.org/subfields/2309","Nature and Landscape Conservation","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"798","https://openalex.org/T10895","Species Distribution and Climate Change","https://openalex.org/subfields/2302","Ecological Modeling","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"799","https://openalex.org/T10602","Glycosylation and Glycoproteins Research","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"800","https://openalex.org/T10017","Geology and Paleoclimatology Research","https://openalex.org/subfields/1902","Atmospheric Science","https://openalex.org/fields/19","Earth and Planetary Sciences","https://openalex.org/domains/3","Physical Sciences"
"801","https://openalex.org/T11405","Geophysics and Gravity Measurements","https://openalex.org/subfields/1910","Oceanography","https://openalex.org/fields/19","Earth and Planetary Sciences","https://openalex.org/domains/3","Physical Sciences"
"802","https://openalex.org/T10587","Autophagy in Disease and Therapy","https://openalex.org/subfields/2713","Epidemiology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"803","https://openalex.org/T11470","Legume Nitrogen Fixing Symbiosis","https://openalex.org/subfields/1110","Plant Science","https://openalex.org/fields/11","Agricultural and Biological Sciences","https://openalex.org/domains/1","Life Sciences"
"804","https://openalex.org/T11044","Particle Detector Development and Performance","https://openalex.org/subfields/3106","Nuclear and High Energy Physics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"805","https://openalex.org/T10458","Bladder and Urothelial Cancer Treatments","https://openalex.org/subfields/2746","Surgery","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"806","https://openalex.org/T12030","S100 Proteins and Annexins","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
