"gid","funderid","fundername","awardid"
"1493","https://openalex.org/F4320337330","National Institute on Alcohol Abuse and Alcoholism","R21 AA027199"
"1494","https://openalex.org/F4320337330","National Institute on Alcohol Abuse and Alcoholism","UH2 AA026226"
"1495","https://openalex.org/F4320337357","National Institute of Diabetes and Digestive and Kidney Diseases","U24 DK1132746"
"1496","https://openalex.org/F4320337330","National Institute on Alcohol Abuse and Alcoholism","P60 AA009803"
"1497","https://openalex.org/F4320337338","National Heart, Lung, and Blood Institute","HL160569"
"1498","https://openalex.org/F4320337330","National Institute on Alcohol Abuse and Alcoholism","R01 AA029984"
"1499","https://openalex.org/F4320337330","National Institute on Alcohol Abuse and Alcoholism","P50 AA024333"
"1500","https://openalex.org/F4320337362","National Institute of Arthritis and Musculoskeletal and Skin Diseases","T32 AR065972"
"1501","https://openalex.org/F4320306076","National Science Foundation","NSF 2018936"
"1502","https://openalex.org/F4320337338","National Heart, Lung, and Blood Institute","R25 HL145817"
"1503","https://openalex.org/F4320337357","National Institute of Diabetes and Digestive and Kidney Diseases","R01 DK130227"
"1504","https://openalex.org/F4320337338","National Heart, Lung, and Blood Institute","T32 HL069766"
"1505","https://openalex.org/F4320337330","National Institute on Alcohol Abuse and Alcoholism","UH3 AA026903"
"1506","https://openalex.org/F4320337354","National Institute of General Medical Sciences","P20 GM103424"
"1507","https://openalex.org/F4320337330","National Institute on Alcohol Abuse and Alcoholism","U01 AA026917"
"1508","https://openalex.org/F4320337357","National Institute of Diabetes and Digestive and Kidney Diseases","R01 DK120679"
"1509","https://openalex.org/F4320337338","National Heart, Lung, and Blood Institute","R01 HL146098"
"1510","https://openalex.org/F4320306078","U.S. Department of Defense","KC2210163"
"1511","https://openalex.org/F4320337338","National Heart, Lung, and Blood Institute","R01 HL146514"
"1512","https://openalex.org/F4320337338","National Heart, Lung, and Blood Institute","P01 HL147823"
"1513","https://openalex.org/F4320337330","National Institute on Alcohol Abuse and Alcoholism","R01AA030312"
"1514","https://openalex.org/F4320321543","China Postdoctoral Science Foundation","No. 2023TQ0315 and 2023M743224"
"1515","https://openalex.org/F4320324224","Wenzhou Municipal Science and Technology Bureau","No. G20240034 and No. G20240041"
"1516","https://openalex.org/F4320321001","National Natural Science Foundation of China","No. 12204156"
"1517","https://openalex.org/F4320321001","National Natural Science Foundation of China","No. 22208293"
"1518","https://openalex.org/F4320337354","National Institute of General Medical Sciences","R35GM149529"
"1519","https://openalex.org/F4320338273","Congressionally Directed Medical Research Programs","ME220261"
"1520","https://openalex.org/F4320337337","National Institute on Aging","R01AG073423"
"1521","https://openalex.org/F4320306084","U.S. Department of Energy","DE-AC02-05-CH11231 (Organic–Inorganic Nanocomposites KC3104)"
"1522","https://openalex.org/F4320321001","National Natural Science Foundation of China","62475194"
"1523","https://openalex.org/F4320321001","National Natural Science Foundation of China","62305249"
"1524","https://openalex.org/F4320321540","Ministry of Science and Technology of the People's Republic of China","2024YFB2808100"
"1525","https://openalex.org/F4320321001","National Natural Science Foundation of China","12474396"
"1526","https://openalex.org/F4320337345","Office of Naval Research","grant No. N00014-19-1-2011"
"1527","https://openalex.org/F4320321592","Research Grants Council, University Grants Committee","CityU PDFS2122-1S06"
"1528","https://openalex.org/F4320309893","City University of Hong Kong","9380086"
"1529","https://openalex.org/F4320337345","Office of Naval Research","N00014-20-1-2191"
"1530","https://openalex.org/F4320321920","Innovation and Technology Commission","GHP/018/20SZ"
"1531","https://openalex.org/F4320306076","National Science Foundation","CMMI-2135747"
"1532","https://openalex.org/F4320337359","National Institute of Neurological Disorders and Stroke","NS130677"
"1533","https://openalex.org/F4320306078","U.S. Department of Defense","Ovarian Cancer Research Fund TEAL Expansion Award"
"1534","https://openalex.org/F4320337354","National Institute of General Medical Sciences","GM143485"
"1535","https://openalex.org/F4320321001","National Natural Science Foundation of China","92477129"
"1536","https://openalex.org/F4320321001","National Natural Science Foundation of China","52372105"
"1537","https://openalex.org/F4320337354","National Institute of General Medical Sciences","GM008056"
"1538","https://openalex.org/F4320337338","National Heart, Lung, and Blood Institute","HL103827"
"1539","https://openalex.org/F4320337351","National Cancer Institute","CA222064"
"1540","https://openalex.org/F4320337351","National Cancer Institute","CA218467"
"1541","https://openalex.org/F4320306095","American Cancer Society","RSG-19-025-01-DDC"
"1542","https://openalex.org/F4320306078","U.S. Department of Defense","CA180768-W81XWH1910306"
"1543","https://openalex.org/F4320337355","National Institute of Allergy and Infectious Diseases","AI143992"
"1544","https://openalex.org/F4320337351","National Cancer Institute","R01CA211732"
"1545","https://openalex.org/F4320337351","National Cancer Institute","P50CA196516"
"1546","https://openalex.org/F4320308129","Cancer Prevention and Research Institute of Texas","RR190058"
"1547","https://openalex.org/F4320321001","National Natural Science Foundation of China","12004160"
"1548","https://openalex.org/F4320321001","National Natural Science Foundation of China","12374059"
"1549","https://openalex.org/F4320306076","National Science Foundation","ACCESS MSS170015"
"1550","https://openalex.org/F4320311090","Iowa State University","Vance Coffman Faculty Chair Professorship"
"1551","https://openalex.org/F4320306076","National Science Foundation","CMMI-1943710"
"1552","https://openalex.org/F4320311090","Iowa State University","Murray Harpole Chair in Engineering"
"1553","https://openalex.org/F4320306076","National Science Foundation","DMR-2246991"
"1554","https://openalex.org/F4320321001","National Natural Science Foundation of China","12472097"
"1555","https://openalex.org/F4320306076","National Science Foundation","1825300"
"1556","https://openalex.org/F4320337345","Office of Naval Research","N00014-18-1-2457"
"1557","https://openalex.org/F4320322769","Natural Science Foundation of Jiangsu Province","BK20200262"
"1558","https://openalex.org/F4320321001","National Natural Science Foundation of China","12274201, 51725203, 51721001, 52003117 and U1932115"
"1559","https://openalex.org/F4320321038","Fonds National de la Recherche Luxembourg","C21/MS/15799044/FERRODYNAMICS"
"1560","https://openalex.org/F4320337345","Office of Naval Research","N00014-21-1-2086"
"1561","https://openalex.org/F4320337345","Office of Naval Research","N00014- 19-1-2190"
"1562","https://openalex.org/F4320306076","National Science Foundation","ECCS- 1842559"
"1563","https://openalex.org/F4320306084","U.S. Department of Energy","ERKJ355"
"1564","https://openalex.org/F4320324089","Centre for Quantum Technologies","A-0001039-06-00"
"1565","https://openalex.org/F4320335595","National Natural Science Foundation of China-Yunnan Joint Fund","11874345"
"1566","https://openalex.org/F4320335595","National Natural Science Foundation of China-Yunnan Joint Fund","11734015"
"1567","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-21-1-0356"
"1568","https://openalex.org/F4320320751","Ministry of Education - Singapore","MOE2018-T3-1-002"
"1569","https://openalex.org/F4320321001","National Natural Science Foundation of China","U2032204"
"1570","https://openalex.org/F4320337351","National Cancer Institute","NCI CA183878, NCI CA251950, NCI CA221946, NCI CA227904,NCI CA253533"
"1571","https://openalex.org/F4320337351","National Cancer Institute","NCI K99CA279899"
"1572","https://openalex.org/F4320321001","National Natural Science Foundation of China","82071193"
"1573","https://openalex.org/F4320321001","National Natural Science Foundation of China","32400577S"
"1574","https://openalex.org/F4320306076","National Science Foundation","DMR-2308691"
"1575","https://openalex.org/F4320337345","Office of Naval Research","N00014-21-1-2679"
"1576","https://openalex.org/F4320306084","U.S. Department of Energy","DE-SC0021266"
"1577","https://openalex.org/F4320337345","Office of Naval Research","N000141712608"
"1578","https://openalex.org/F4320337393","Division of Chemistry","1800580"
"1579","https://openalex.org/F4320337345","Office of Naval Research","N00014-18-1-2624"
"1580","https://openalex.org/F4320338279","Air Force Office of Scientific Research","21RT0488"
"1581","https://openalex.org/F4320322091","Korea Institute of Science and Technology","2E32260"
"1582","https://openalex.org/F4320322120","National Research Foundation of Korea","NRF-2015R1A3A2066337"
"1583","https://openalex.org/F4320306076","National Science Foundation","DMR-1921818"
"1584","https://openalex.org/F4320320879","Deutsche Forschungsgemeinschaft","170620586"
"1585","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","D18AC00014"
"1586","https://openalex.org/F4320321108","Academy of Finland","320167"
"1587","https://openalex.org/F4320320879","Deutsche Forschungsgemeinschaft","504846924"
"1588","https://openalex.org/F4320306076","National Science Foundation","DMR-2143568"
"1589","https://openalex.org/F4320338281","Army Research Office","W911NF-23-10205"
"1590","https://openalex.org/F4320306076","National Science Foundation","DMR-1828019"
"1591","https://openalex.org/F4320306084","U.S. Department of Energy","DE-SC0022082"
"1592","https://openalex.org/F4320306076","National Science Foundation","EFRI C3 SoRo -1935252"
"1593","https://openalex.org/F4320338281","Army Research Office","W911NF-23-1-0212 and ARO W911NF-18-1-0032"
"1594","https://openalex.org/F4320338279","Air Force Office of Scientific Research","MURI: FA9550-16-1-0031"
"1595","https://openalex.org/F4320306076","National Science Foundation","MCB-1937259"
"1596","https://openalex.org/F4320337345","Office of Naval Research","N00014-12-1-0631"
"1597","https://openalex.org/F4320306080","Foundation for the National Institutes of Health","R01GM098642"
"1598","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-21-1- 0131"
"1599","https://openalex.org/F4320306084","U.S. Department of Energy","DE-SC0022168"
"1600","https://openalex.org/F4320306076","National Science Foundation","DMR-2114825"
"1601","https://openalex.org/F4320321543","China Postdoctoral Science Foundation","2021M703461"
"1602","https://openalex.org/F4320321133","Chinese Academy of Sciences","XDB33000000"
"1603","https://openalex.org/F4320338298","Office of Naval Research Global","N00014-20-1-2325"
"1604","https://openalex.org/F4320321001","National Natural Science Foundation of China","Grant Nos. 12074137"
"1605","https://openalex.org/F4320306084","U.S. Department of Energy","BES-ERCAP0024004"
"1606","https://openalex.org/F4320306084","U.S. Department of Energy","FWP CH030201"
"1607","https://openalex.org/F4320337345","Office of Naval Research","N00014-21-1-2099"
"1608","https://openalex.org/F4320337345","Office of Naval Research","N00014-22-1-2322"
"1609","https://openalex.org/F4320306076","National Science Foundation","DMR-2414131"
"1610","https://openalex.org/F4320322327","Knut och Alice Wallenbergs Stiftelse","N00014-20-1-2110"
"1611","https://openalex.org/F4320320940","Stiftelsen för Strategisk Forskning","FFL18-0322"
"1612","https://openalex.org/F4320338281","Army Research Office","W911NF-21-1-0118"
"1613","https://openalex.org/F4320337345","Office of Naval Research","N00014-20-1-2701"
"1614","https://openalex.org/F4320322847","Youth Innovation Promotion Association of the Chinese Academy of Sciences","Y202048"
"1615","https://openalex.org/F4320338456","DEVCOM Army Research Laboratory","W911NF-19-2-0119"
"1616","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","HR00111920014"
"1617","https://openalex.org/F4320332276","Advanced Research Projects Agency - Energy","DEAR000843"
"1618","https://openalex.org/F4320321001","National Natural Science Foundation of China","61888102"
"1619","https://openalex.org/F4320338294","Air Force Research Laboratory","FA807518D0015"
"1620","https://openalex.org/F4320337345","Office of Naval Research","N000-14-23-1-203"
"1621","https://openalex.org/F4320306076","National Science Foundation","EEC-1941529"
"1622","https://openalex.org/F4320337345","Office of Naval Research","N00014-23-1-203"
"1623","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-20RYCOR059"
"1624","https://openalex.org/F4320306076","National Science Foundation","DGE-1845298"
"1625","https://openalex.org/F4320306076","National Science Foundation","ECCS2048202"
"1626","https://openalex.org/F4320306076","National Science Foundation","2137740"
"1627","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","HR0011-22-2-0009"
"1628","https://openalex.org/F4320306084","U.S. Department of Energy","DE-SC0019406"
"1629","https://openalex.org/F4320321001","National Natural Science Foundation of China","12074242, 12374116, 12074241"
"1630","https://openalex.org/F4320306196","Welch Foundation","F-2092-20220331"
"1631","https://openalex.org/F4320306084","U.S. Department of Energy","DESC0019126"
"1632","https://openalex.org/F4320321885","Science and Technology Commission of Shanghai Municipality","21JC1402600"
"1633","https://openalex.org/F4320306076","National Science Foundation","DMR- 1941673"
"1634","https://openalex.org/F4320306076","National Science Foundation","OMA 1936250"
"1635","https://openalex.org/F4320338281","Army Research Office","W911NF-19-1-0167"
"1636","https://openalex.org/F4320306196","Welch Foundation","F-2164"
"1637","https://openalex.org/F4320332467","U.S. Air Force","FA2386-21-1-4061"
"1638","https://openalex.org/F4320306084","U.S. Department of Energy","DE-SC0019398"
"1639","https://openalex.org/F4320306076","National Science Foundation","DMR – 2308817"
"1640","https://openalex.org/F4320306076","National Science Foundation","DMR-1808751 and DMR-2219610"
"1641","https://openalex.org/F4320306196","Welch Foundation","F-0014"
"1642","https://openalex.org/F4320306084","U.S. Department of Energy","DE-SC0019481"
"1643","https://openalex.org/F4320306076","National Science Foundation","DMR-2011839 and DMR-1539916"
"1644","https://openalex.org/F4320306076","National Science Foundation","DMR-2308817"
"1645","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","EP/R00661X/1"
"1646","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","EP/S019367/1"
"1647","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","EP/V007033/1"
"1648","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","EP/S030719/1"
"1649","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","EP/X527257/1"
"1650","https://openalex.org/F4320337373","Center for Information Technology","F30CA250249"
"1651","https://openalex.org/F4320337373","Center for Information Technology","T32GM007205"
"1652","https://openalex.org/F4320306078","U.S. Department of Defense","HT9425-23-1-0472"
"1653","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-21-1-0514"
"1654","https://openalex.org/F4320337373","Center for Information Technology","R01CA231112"
"1655","https://openalex.org/F4320337373","Center for Information Technology","DP2CA238295"
"1656","https://openalex.org/F4320337373","Center for Information Technology","T32GM007499"
"1657","https://openalex.org/F4320332161","National Institutes of Health","R33CA281702"
"1658","https://openalex.org/F4320334626","Medical Research Council","MR/W014386/1"
"1659","https://openalex.org/F4320334629","Biotechnology and Biological Sciences Research Council","BB/R01356X/1"
"1660","https://openalex.org/F4320334626","Medical Research Council","MR/S035818/1"
"1661","https://openalex.org/F4320334626","Medical Research Council","MC_UU_00017/1"
"1662","https://openalex.org/F4320334626","Medical Research Council","MR/X009920/1"
"1663","https://openalex.org/F4320334626","Medical Research Council","MC_PC_14135"
"1664","https://openalex.org/F4320334626","Medical Research Council","MR/S027297/1"
"1665","https://openalex.org/F4320337351","National Cancer Institute","K00-CA245825"
"1666","https://openalex.org/F4320337351","National Cancer Institute","P50-CA186786"
"1667","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-21-1-0500"
"1668","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-17-0404"
"1669","https://openalex.org/F4320337351","National Cancer Institute","R35-CA231996"
"1670","https://openalex.org/F4320332161","National Institutes of Health","R01-CA249210-0"
"1671","https://openalex.org/F4320332161","National Institutes of Health","R00-CA187664"
"1672","https://openalex.org/F4320337351","National Cancer Institute","R01CA233899"
"1673","https://openalex.org/F4320337351","National Cancer Institute","R01CA208100"
"1674","https://openalex.org/F4320337351","National Cancer Institute","DP2CA174499"
"1675","https://openalex.org/F4320337351","National Cancer Institute","R01CA193837"
"1676","https://openalex.org/F4320337351","National Cancer Institute","U01CA224044"
"1677","https://openalex.org/F4320337351","National Cancer Institute","P50CA221745"
"1678","https://openalex.org/F4320337351","National Cancer Institute","R01CA228216"
"1679","https://openalex.org/F4320337351","National Cancer Institute","P50CA092629"
"1680","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-15-1-0124"
"1681","https://openalex.org/F4320337351","National Cancer Institute","P50CA217694"
"1682","https://openalex.org/F4320337351","National Cancer Institute","P01CA221757"
"1683","https://openalex.org/F4320306161","National Multiple Sclerosis Society","FG-2108-38372"
"1684","https://openalex.org/F4320337350","National Eye Institute","K12EY016335"
"1685","https://openalex.org/F4320337359","National Institute of Neurological Disorders and Stroke","R21NS101673"
"1686","https://openalex.org/F4320337354","National Institute of General Medical Sciences","R01GM132668"
"1687","https://openalex.org/F4320337337","National Institute on Aging","R01AG080992"
"1688","https://openalex.org/F4320337337","National Institute on Aging","R21AG076982"
"1689","https://openalex.org/F4320308990","BrightFocus Foundation","2020A016806"
"1690","https://openalex.org/F4320306219","Alzheimer's Association","AARF-21-846786"
"1691","https://openalex.org/F4320337337","National Institute on Aging","R01AG054672"
"1692","https://openalex.org/F4320337350","National Eye Institute","K08 EY030160"
"1693","https://openalex.org/F4320337337","National Institute on Aging","R01AG051812"
"1694","https://openalex.org/F4320306078","U.S. Department of Defense","MS210257"
"1695","https://openalex.org/F4320337337","National Institute on Aging","R01AG075509"
"1696","https://openalex.org/F4320337359","National Institute of Neurological Disorders and Stroke","RF1NS090934"
"1697","https://openalex.org/F4320337350","National Eye Institute","R01EY027921"
"1698","https://openalex.org/F4320337359","National Institute of Neurological Disorders and Stroke","R01NS088137"
"1699","https://openalex.org/F4320337359","National Institute of Neurological Disorders and Stroke","UF1NS107696"
"1700","https://openalex.org/F4320337346","National Institute of Mental Health","1R01MH124867"
"1701","https://openalex.org/F4320337359","National Institute of Neurological Disorders and Stroke","5U01NS103464"
"1702","https://openalex.org/F4320337346","National Institute of Mental Health","1R01MH114227"
"1703","https://openalex.org/F4320337346","National Institute of Mental Health","1RF1MH11410501"
"1704","https://openalex.org/F4320306597","American Epilepsy Society","Wishes for Elliott Predoctoral Research Fellowship"
"1705","https://openalex.org/F4320337359","National Institute of Neurological Disorders and Stroke","R00NS104215"
"1706","https://openalex.org/F4320337346","National Institute of Mental Health","1R01MH124047"
"1707","https://openalex.org/F4320337359","National Institute of Neurological Disorders and Stroke","1U01NS115530"
"1708","https://openalex.org/F4320337359","National Institute of Neurological Disorders and Stroke","R01NS116589"
"1709","https://openalex.org/F4320306164","Simons Foundation","SCGB 542987SPI"
"1710","https://openalex.org/F4320337345","Office of Naval Research","N00141812690"
"1711","https://openalex.org/F4320320338","Human Frontier Science Program","LT000916/2018-L"
"1712","https://openalex.org/F4320333063","Stanford Bio-X","Graduate Fellowship"
"1713","https://openalex.org/F4320337350","National Eye Institute","R01EY022638"
"1714","https://openalex.org/F4320314164","Parkinson's Foundation","PF-FBS-2027"
"1715","https://openalex.org/F4320337359","National Institute of Neurological Disorders and Stroke","1U19NS104590"
"1716","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","HR00112190039"
"1717","https://openalex.org/F4320337338","National Heart, Lung, and Blood Institute","HL141857"
"1718","https://openalex.org/F4320306078","U.S. Department of Defense","HT9425-23-1-0822 (PR220238)"
"1719","https://openalex.org/F4320337337","National Institute on Aging","HL165440"
"1720","https://openalex.org/F4320337337","National Institute on Aging","CA252162"
"1721","https://openalex.org/F4320337337","National Institute on Aging","HL157991"
"1722","https://openalex.org/F4320337337","National Institute on Aging","AI166772"
"1723","https://openalex.org/F4320334678","European Research Council","Advanced Grant # 885022"
"1724","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","EP/P024513/1"
"1725","https://openalex.org/F4320322120","National Research Foundation of Korea","NRF- 2021R1A3B1077076"
"1726","https://openalex.org/F4320334678","European Research Council","Starting Grant # 804665"
"1727","https://openalex.org/F4320334770","Danish Agency for Science and Higher Education","8144-00002B"
"1728","https://openalex.org/F4320322120","National Research Foundation of Korea","NRF-2022M3H4A1A04074153"
"1729","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","First Grant EP/P024513/1"
"1730","https://openalex.org/F4320322120","National Research Foundation of Korea","NRF-2021R1F1A1051444"
"1731","https://openalex.org/F4320337510","Fusion Energy Sciences","contract DE-AC02-76SF00515"
"1732","https://openalex.org/F4320310490","Villum Fonden","00028346"
"1733","https://openalex.org/F4320337111","Basic and Applied Basic Research Foundation of Guangdong Province","2023A1515011374"
"1734","https://openalex.org/F4320321001","National Natural Science Foundation of China","No.61836012"
"1735","https://openalex.org/F4320335777","National Key Research and Development Program of China","2020AAA0109700"
"1736","https://openalex.org/F4320322726","Ministry of Education and Science of the Republic of Kazakhstan","AP13067834"
"1737","https://openalex.org/F4320327695","Nazarbayev University","11022021CRP1505"
"1738","https://openalex.org/F4320308319","Link Foundation","Link Energy Foundation fellowship"
"1739","https://openalex.org/F4320327695","Nazarbayev University","11022021FD2912"
"1740","https://openalex.org/F4320328499","Narodowa Agencja Wymiany Akademickiej","BPN/ULM/2021/1/00230"
"1741","https://openalex.org/F4320327695","Nazarbayev University","11022021FD2915"
"1742","https://openalex.org/F4320337345","Office of Naval Research","N00014-21-1-2181"
"1743","https://openalex.org/F4320337365","National Institute of Dental and Craniofacial Research","R01AR071734"
"1744","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-13-1- 0465 (DE)"
"1745","https://openalex.org/F4320334764","Japan Society for the Promotion of Science","JP18K18450"
"1746","https://openalex.org/F4320334764","Japan Society for the Promotion of Science","JP26670313"
"1747","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP18ek0210096"
"1748","https://openalex.org/F4320334764","Japan Society for the Promotion of Science","JP25293141"
"1749","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP17ek0109196"
"1750","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP22ek0210146"
"1751","https://openalex.org/F4320334764","Japan Society for the Promotion of Science","JP17H04182"
"1752","https://openalex.org/F4320334764","Japan Society for the Promotion of Science","JP17H04123"
"1753","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP20dk0207027"
"1754","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP18le0110005"
"1755","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP22dk0110040"
"1756","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP19le0110013"
"1757","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP19ek0210081"
"1758","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP18kk0205008"
"1759","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP16ek0109070"
"1760","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP20ek0109348"
"1761","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP16dk0207006"
"1762","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP21tm0724602"
"1763","https://openalex.org/F4320334764","Japan Society for the Promotion of Science","JP19K17634"
"1764","https://openalex.org/F4320334764","Japan Society for the Promotion of Science","JP26293198"
"1765","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP19ek0109283"
"1766","https://openalex.org/F4320334764","Japan Society for the Promotion of Science","JP17H04126"
"1767","https://openalex.org/F4320334764","Japan Society for the Promotion of Science","JP20H03841"
"1768","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP17ek0210066"
"1769","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP22tm0724604"
"1770","https://openalex.org/F4320311405","Japan Agency for Medical Research and Development","JP21ek0210116"
"1771","https://openalex.org/F4320309684","Division of Cancer Prevention, National Cancer Institute","R01CA249992-01A1"
"1772","https://openalex.org/F4320309684","Division of Cancer Prevention, National Cancer Institute","R01CA202752-01A1"
"1773","https://openalex.org/F4320309684","Division of Cancer Prevention, National Cancer Institute","R01CA208236-01A1"
"1774","https://openalex.org/F4320306101","National Aeronautics and Space Administration","NNX16AO69A"
"1775","https://openalex.org/F4320332161","National Institutes of Health","T32EB027629"
"1776","https://openalex.org/F4320332161","National Institutes of Health","T32HL144449"
"1777","https://openalex.org/F4320338273","Congressionally Directed Medical Research Programs","PC200042"
"1778","https://openalex.org/F4320308129","Cancer Prevention and Research Institute of Texas","PR210056"
"1779","https://openalex.org/F4320338333","Division of Cancer Epidemiology and Genetics, National Cancer Institute","CA237618"
"1780","https://openalex.org/F4320306163","Prostate Cancer Foundation","Challenge Grant"
"1781","https://openalex.org/F4320337351","National Cancer Institute","P50 CA090381"
"1782","https://openalex.org/F4320337351","National Cancer Institute","P01 CA163227"
"1783","https://openalex.org/F4320321001","National Natural Science Foundation of China","NSFC62401106"
"1784","https://openalex.org/F4320321001","National Natural Science Foundation of China","NSFC62171101"
"1785","https://openalex.org/F4320321885","Science and Technology Commission of Shanghai Municipality","22DZ2229004"
"1786","https://openalex.org/F4320306076","National Science Foundation","DMR-2039351"
"1787","https://openalex.org/F4320306076","National Science Foundation","DM-1917579"
"1788","https://openalex.org/F4320306084","U.S. Department of Energy","DESC0019064"
"1789","https://openalex.org/F4320306076","National Science Foundation","OAC-2047127"
"1790","https://openalex.org/F4320337345","Office of Naval Research","N00014-23-1-2071"
"1791","https://openalex.org/F4320337345","Office of Naval Research","No. N00014-21-1-2323"
"1792","https://openalex.org/F4320337345","Office of Naval Research","N00014-16-1-2094"
"1793","https://openalex.org/F4320306076","National Science Foundation","1829071"
"1794","https://openalex.org/F4320306076","National Science Foundation","1810506"
"1795","https://openalex.org/F4320306076","National Science Foundation","1824568"
"1796","https://openalex.org/F4320338286","Lawrence Livermore National Laboratory","B622827"
"1797","https://openalex.org/F4320306076","National Science Foundation","1741707"
"1798","https://openalex.org/F4320338281","Army Research Office","W911NF2310188"
"1799","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-22-1-0468"
"1800","https://openalex.org/F4320306076","National Science Foundation","1919355"
"1801","https://openalex.org/F4320306076","National Science Foundation","1936375"
"1802","https://openalex.org/F4320306076","National Science Foundation","2137984"
"1803","https://openalex.org/F4320320924","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","187963"
"1804","https://openalex.org/F4320338281","Army Research Office","W91INF-21-2-0214"
"1805","https://openalex.org/F4320310274","Dana-Farber/Harvard Cancer Center","5P30CA006516-56"
"1806","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-22-1-016"
"1807","https://openalex.org/F4320310274","Dana-Farber/Harvard Cancer Center","2P50CA101942-16"
"1808","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-22-1-0399"
"1809","https://openalex.org/F4320306134","Doris Duke Charitable Foundation","2020101"
"1810","https://openalex.org/F4320337351","National Cancer Institute","R37CA260062"
"1811","https://openalex.org/F4320337351","National Cancer Institute","1R21CA226082-01"
"1812","https://openalex.org/F4320337351","National Cancer Institute","R01CA286652"
"1813","https://openalex.org/F4320307428","Rally Foundation","23IN37"
"1814","https://openalex.org/F4320337351","National Cancer Institute","R01CA279044"
"1815","https://openalex.org/F4320306271","Damon Runyon Cancer Research Foundation","71-22"
"1816","https://openalex.org/F4320321001","National Natural Science Foundation of China","12074242"
"1817","https://openalex.org/F4320338281","Army Research Office","W911NF2110157"
"1818","https://openalex.org/F4320306202","Gordon and Betty Moore Foundation","11520"
"1819","https://openalex.org/F4320306159","W. M. Keck Foundation","995764"
"1820","https://openalex.org/F4320337480","Basic Energy Sciences","DE-SC0012311"
"1821","https://openalex.org/F4320337367","Division of Materials Research","DMR-1917511"
"1822","https://openalex.org/F4320306076","National Science Foundation","CBET-1846426"
"1823","https://openalex.org/F4320306078","U.S. Department of Defense","HQ00342110002"
"1824","https://openalex.org/F4320337345","Office of Naval Research","N00014-20-1-2150"
"1825","https://openalex.org/F4320332161","National Institutes of Health","R50CA221838"
"1826","https://openalex.org/F4320332161","National Institutes of Health","R50CA211199"
"1827","https://openalex.org/F4320332161","National Institutes of Health","R01CA160331"
"1828","https://openalex.org/F4320332161","National Institutes of Health","R01CA276569"
"1829","https://openalex.org/F4320308129","Cancer Prevention and Research Institute of Texas","RR230005"
"1830","https://openalex.org/F4320332161","National Institutes of Health","P01AG031862"
"1831","https://openalex.org/F4320338273","Congressionally Directed Medical Research Programs","OC220011"
"1832","https://openalex.org/F4320310133","Rice University","Rice Academy Fellowship"
"1833","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","HR00112290122"
"1834","https://openalex.org/F4320319665","U.S. Coastal Research Program","W912HZ22C0010"
"1835","https://openalex.org/F4320330347","State Key Laboratory of ASIC and System, Fudan University","2021MS004"
"1836","https://openalex.org/F4320321001","National Natural Science Foundation of China","62004044"
"1837","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-18-1-0053"
